,name,Ticker,industry,NIFTY closing,Date,Market Capitalisation,EPS,P/E,P/B
403,Samvardhana Motherson Intl. Ltd.,MOTHERSON,Other automobile ancillaries,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
405,Sapphire Foods India Ltd.,SAPPHIRE,Hotels & restaurants,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
407,Sheela Foam Ltd.,SFL,Rubber products,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
410,Shree Renuka Sugars Ltd.,RENUKA,Sugar,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
411,Shriram Finance Ltd.,SHRIRAMFIN,Auto finance services,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
412,Shyam Metalics & Energy Ltd.,SHYAMMETL,Other ferrous metal products,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
416,Sona B L W Precision Forgings Ltd.,SONACOMS,Other automobile ancillaries,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
419,Star Health & Allied Insurance Co. Ltd.,STARHEALTH,Other fund based financial services,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
420,State Bank Of India,SBIN,Banking services,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
421,Steel Authority Of India Ltd.,SAIL,Steel,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
422,Sterling & Wilson Renewable Energy Ltd.,SWSOLAR,Industrial construction,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
423,Sterlite Technologies Ltd.,STLTECH,Wires & cables,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
424,Sumitomo Chemical India Ltd.,SUMICHEM,Pesticides,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
425,Sun Pharma Advanced Research Co. Ltd.,SPARC,Business services & consultancy,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
426,Sun Pharmaceutical Inds. Ltd.,SUNPHARMA,Drugs & pharmaceuticals,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
427,Sun T V Network Ltd.,SUNTV,Media-broadcasting,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
429,Sunteck Realty Ltd.,SUNTECK,Other construction & allied activities,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
431,Supreme Petrochem Ltd.,SPLPETRO,Polymers,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
432,Suven Pharmaceuticals Ltd.,SUVENPHAR,Drugs & pharmaceuticals,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
433,Suzlon Energy Ltd.,SUZLON,Boilers & turbines,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
437,T C I Express Ltd.,TCIEXP,Road transport services,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
438,T T K Prestige Ltd.,TTKPRESTIG,Diversified manufacturing,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
439,T V S Motor Co. Ltd.,TVSMOTOR,Two & three wheelers,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
440,Tamilnad Mercantile Bank Ltd.,TMB,Banking services,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
446,Tata Consumer Products Ltd.,TATACONSUM,Tea,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
448,Tata Investment Corpn. Ltd.,TATAINVEST,Other fund based financial services,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
450,Tata Power Co. Ltd.,TATAPOWER,Conventional electricity,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
452,Tata Teleservices (Maharashtra) Ltd.,TTML,Telecommunication services,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
453,Teamlease Services Ltd.,TEAMLEASE,Business services & consultancy,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
455,Tejas Networks Ltd.,TEJASNET,Communication equipment,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
465,Tv18 Broadcast Ltd.,TV18BRDCST,Media-broadcasting,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
466,U P L Ltd.,UPL,Pesticides,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
467,U T I Asset Mgmt. Co. Ltd.,UTIAMC,Asset management services (mutual funds),17359.75,31-03-2023,4191.2,6.97,11.57,2.45
468,Uco Bank,UCOBANK,Banking services,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
469,Uflex Ltd.,UFLEX,Plastic films & flexible packaging,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
470,Ultratech Cement Ltd.,ULTRACEMCO,Cement,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
471,Union Bank Of India,UNIONBANK,Banking services,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
474,Uno Minda Ltd.,UNOMINDA,Other automobile ancillaries,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
475,V I P Industries Ltd.,VIPIND,Diversified,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
476,V S T Industries Ltd.,VSTIND,Tobacco products,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
478,V-Mart Retail Ltd.,VMART,Retail trading,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
481,Varroc Engineering Ltd.,VARROC,Other automobile ancillaries,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
483,Vedant Fashions Ltd.,MANYAVAR,Retail trading,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
486,Vodafone Idea Ltd.,IDEA,Telecommunication services,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
490,Westlife Foodworld Ltd.,WESTLIFE,Other fund based financial services,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
491,Whirlpool Of India Ltd.,WHIRLPOOL,Air-conditioners & refrigerators,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
494,Z F Commercial Vehicle Control Systems India Ltd.,ZFCVINDIA,Other automobile ancillaries,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
497,Zomato Ltd.,ZOMATO,Online marketplaces,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
498,Zydus Lifesciences Ltd.,ZYDUSLIFE,Drugs & pharmaceuticals,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
