,name,ticker,industry,NIFTY closing,Date,Market Capitalisation,EPS,P/E,P/B,Beta
323,Ramky Infrastructure Ltd.,RAMKY,Construction,17359.75,31-03-2023,20181.54,30.99,9.41,2.24,1.71
324,Rane Brake Lining Ltd.,RBL,Auto Ancillaries,17359.75,31-03-2023,4874.46,35.33,17.85,1.87,1.22
325,Rane Holdings Ltd.,RANEHOLDIN,Finance,17359.75,31-03-2023,12363.87,35.83,24.17,2.31,1.28
326,Ratnamani Metals & Tubes Ltd.,RATNAMANI,Steel,17359.75,31-03-2023,138911.83,73.2,27.07,5.15,0.61
327,Refex Industries Ltd.,REFEX,Chemicals,17359.75,31-03-2023,5254.84,52.6,4.52,1.67,1.29
328,Reliance Industrial Infrastructure Ltd.,RIIL,Infrastructure Developers & Operators,17359.75,31-03-2023,11805.93,11.94,65.48,3.01,1.64
329,Reliance Industries Ltd.,RELIANCE,Refineries,17359.75,31-03-2023,15772103.45,63.71,36.59,3.29,0.93
330,Remsons Industries Ltd.,REMSONSIND,Auto Ancillaries,17359.75,31-03-2023,1091.82,13.51,14.14,2.62,1.06
331,Repro India Ltd.,REPRO,Media - Print/Television/Radio,17359.75,31-03-2023,4537.0,5.0,71.34,1.71,0.99
332,Responsive Industries Ltd.,RESPONIND,Plastic products,17359.75,31-03-2023,32870.3,0.37,332.7,4.8,0.77
333,Revathi Equipment Ltd.,REVATHI,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,3935.19,53.96,23.78,1.87,1.01
334,Rossell India Ltd.,ROSSELLIND,Plantation & Plantation Products,17359.75,31-03-2023,9131.97,7.25,33.41,3.19,1.36
335,Royal Orchid Hotels Ltd.,ROHLTD,Hotels & Restaurants,17359.75,31-03-2023,7476.11,10.28,26.53,3.47,1.74
336,Ruchi Infrastructure Ltd.,RUCHINFRA,Miscellaneous,17359.75,31-03-2023,1724.02,0.04,191.56,1.02,0.95
337,Ruchira Papers Ltd.,RUCHIRA,Paper,17359.75,31-03-2023,2784.54,22.66,4.12,0.73,1.67
338,Rushil Decor Ltd.,RUSHIL,Miscellaneous,17359.75,31-03-2023,5211.46,39.02,6.71,1.51,1.25
339,Sagar Cements Ltd.,SAGCEM,Cement,17359.75,31-03-2023,24801.76,2.81,67.56,1.49,1.14
340,Sagardeep Alloys Ltd.,SAGARDEEP,Non Ferrous Metals,17359.75,31-03-2023,343.71,0.3,67.39,1.25,0.44
341,Sakar Healthcare Ltd.,SAKAR,Pharmaceuticals,17359.75,31-03-2023,3819.42,6.71,29.91,2.18,0.66
342,Saksoft Ltd.,SAKSOFT,IT - Software,17359.75,31-03-2023,15298.63,2.63,54.99,8.77,1.01
343,Sakuma Exports Ltd.,SAKUMA,Trading,17359.75,31-03-2023,2392.51,1.03,9.95,0.86,1.51
344,Salona Cotspin Ltd.,SALONA,Textiles,17359.75,31-03-2023,1246.4,33.39,7.09,1.68,0.94
345,Sandhar Technologies Ltd.,SANDHAR,Auto Ancillaries,17359.75,31-03-2023,12149.49,14.42,13.99,1.31,1.14
346,Sangam (India) Ltd.,SANGAMIND,Textiles,17359.75,31-03-2023,9687.26,34.11,6.3,1.13,1.36
347,Sanghvi Movers Ltd.,SANGHVIMOV,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,15243.87,19.34,18.2,1.81,1.26
348,Sanginita Chemicals Ltd.,SANGINITA,Chemicals,17359.75,31-03-2023,327.22,0.24,77.91,0.82,0.77
349,Sanofi India Ltd.,SANOFI,Pharmaceuticals,17359.75,31-03-2023,132089.83,223.53,25.66,9.01,0.47
350,Sarda Energy & Minerals Ltd.,SARDAEN,Steel,17359.75,31-03-2023,37618.46,181.17,5.89,1.2,1.69
351,Sastasundar Ventures Ltd.,SASTASUNDR,Finance,17359.75,31-03-2023,7015.81,0.2,1079.35,2.57,1.1
352,Satia Industries Ltd.,SATIA,Paper,17359.75,31-03-2023,10550.0,19.22,5.49,1.44,0.82
353,Satin Creditcare Network Ltd.,SATIN,Finance,17359.75,31-03-2023,10853.29,7.57,16.83,0.58,1.69
354,Savita Oil Technologies Ltd.,SOTL,Petrochemicals,17359.75,31-03-2023,16380.25,32.66,7.26,1.12,0.94
355,Schaeffler India Ltd.,SCHAEFFLER,Bearings,17359.75,31-03-2023,448208.59,56.02,51.18,9.95,0.73
356,Schneider Electric Infrastructure Ltd.,SCHNEIDER,Capital Goods - Electrical Equipment,17359.75,31-03-2023,37228.5,4.03,38.59,79.8,1.25
357,Seamec Ltd.,SEAMECLTD,Shipping,17359.75,31-03-2023,15129.15,15.79,37.68,2.2,1.05
358,Selan Exploration Technology Ltd.,SELAN,Crude Oil & Natural Gas,17359.75,31-03-2023,3699.68,20.3,11.99,1.03,1.14
359,Shalby Ltd.,SHALBY,Healthcare,17359.75,31-03-2023,14494.91,7.32,18.34,1.49,1.49
360,Shankara Building Products Ltd.,SHANKARA,Trading,17359.75,31-03-2023,13997.5,22.47,27.26,3.24,1.35
361,Shanthi Gears Ltd.,SHANTIGEAR,Auto Ancillaries,17359.75,31-03-2023,28158.55,8.71,42.13,9.31,0.98
362,Sharda Cropchem Ltd.,SHARDACROP,Agro Chemicals,17359.75,31-03-2023,44180.98,36.03,13.59,2.21,1.26
363,Shemaroo Entertainment Ltd.,SHEMAROO,Entertainment,17359.75,31-03-2023,2890.83,3.07,34.62,0.49,0.84
364,Shilpa Medicare Ltd.,SHILPAMED,Pharmaceuticals,17359.75,31-03-2023,19864.61,7.41,30.86,0.94,1.09
365,Shoppers Stop Ltd.,SHOPERSTOP,Retail,17359.75,31-03-2023,71134.04,8.54,75.93,30.7,1.26
366,Shree Cement Ltd.,SHREECEM,Cement,17359.75,31-03-2023,944844.74,291.88,89.72,5.17,1.08
367,Shree Rama Multi-Tech Ltd.,SHREERAMA,Packaging,17359.75,31-03-2023,542.65,1.11,7.71,1.83,1.35
368,Shreyans Industries Ltd.,SHREYANIND,Paper,17359.75,31-03-2023,1974.15,52.86,2.7,0.65,1.7
369,Shreyas Shipping & Logistics Ltd.,SHREYAS,Shipping,17359.75,31-03-2023,5255.54,89.63,2.67,0.64,1.46
370,Siemens Ltd.,SIEMENS,Capital Goods - Electrical Equipment,17359.75,31-03-2023,1184865.51,45.11,73.76,9.72,0.93
371,Sirca Paints India Ltd.,SIRCA,Trading,17359.75,31-03-2023,17663.51,16.83,38.29,6.65,1.12
372,Skipper Ltd.,SKIPPER,Engineering,17359.75,31-03-2023,9876.87,3.19,30.2,1.29,1.64
373,Snowman Logistics Ltd.,SNOWMAN,Logistics,17359.75,31-03-2023,5346.82,0.5,64.11,1.27,0.95
374,Sobha Ltd.,SOBHA,Realty,17359.75,31-03-2023,40840.62,6.67,64.56,1.74,1.56
375,Solar Industries India Ltd.,SOLARINDS,Chemicals,17359.75,31-03-2023,343183.53,48.0,79.01,19.42,0.74
376,Somany Ceramics Ltd.,SOMANYCERA,Ceramic Products,17359.75,31-03-2023,20763.52,18.83,25.95,2.65,1.3
377,Somi Conveyor Beltings Ltd.,SOMICONVEY,Plantation & Plantation Products,17359.75,31-03-2023,424.07,2.95,12.22,0.63,1.47
378,Sonata Software Ltd.,SONATSOFTW,IT - Software,17359.75,31-03-2023,117259.64,15.34,54.53,21.18,1.06
379,South West Pinnacle Exploration Ltd.,SOUTHWEST,Mining & Mineral products,17359.75,31-03-2023,3116.7,2.97,37.55,2.68,0.75
380,Spacenet Enterprises India Ltd.,SPAL,Textiles,17359.75,31-03-2023,8618.78,0.05,319.21,23.03,0.32
381,Speciality Restaurants Ltd.,SPECIALITY,Hotels & Restaurants,17359.75,31-03-2023,9976.15,17.33,12.26,4.03,1.53
382,Sree Rayalaseema Hi-Strength Hypo Ltd.,SRHHYPOLTD,Chemicals,17359.75,31-03-2023,7037.58,89.9,4.56,0.98,1.54
383,Star Cement Ltd.,STARCEMENT,Cement,17359.75,31-03-2023,45207.58,3.87,28.93,3.09,0.73
384,Star Paper Mills Ltd.,STARPAPER,Paper,17359.75,31-03-2023,1425.63,80.0,1.83,0.24,1.86
385,Steel City Securities Ltd.,STEELCITY,Stock/ Commodity Brokers,17359.75,31-03-2023,954.01,6.62,9.54,1.0,1.13
386,Steel Strips Wheels Ltd.,SSWL,Auto Ancillaries,17359.75,31-03-2023,23156.13,12.39,11.94,2.04,1.22
387,Sterling Tools Ltd.,STERTOOLS,"Castings, Forgings & Fastners",17359.75,31-03-2023,14501.55,10.4,38.71,3.61,1.37
388,Subros Ltd.,SUBROS,Auto Ancillaries,17359.75,31-03-2023,19573.99,6.13,48.97,2.26,1.28
389,Sumit Woods Ltd.,SUMIT,Realty,17359.75,31-03-2023,932.9,0.81,37.62,1.69,0.67
390,Summit Securities Ltd.,SUMMITSEC,Finance,17359.75,31-03-2023,5903.86,17.82,30.39,0.25,0.95
391,Sundaram Finance Holdings Ltd.,SUNDARMFIN,Finance,17359.75,31-03-2023,17512.89,4.27,18.48,0.82,0.96
392,Sundaram Finance Ltd.,SUNDARAM,Media - Print/Television/Radio,17359.75,31-03-2023,255483.33,94.74,24.27,3.3,0.85
393,Sundram Fasteners Ltd.,SUNDRMFAST,"Castings, Forgings & Fastners",17359.75,31-03-2023,205505.55,21.87,44.72,7.06,1.04
394,Superhouse Ltd.,SUPERHOUSE,Leather,17359.75,31-03-2023,2594.73,18.32,12.85,0.69,1.45
395,Suprajit Engineering Ltd.,SUPRAJIT,Auto Ancillaries,17359.75,31-03-2023,47717.77,13.5,25.55,4.35,1.05
396,Supreme Industries Ltd.,SUPREMEIND,Plastic products,17359.75,31-03-2023,319288.39,58.78,42.77,8.3,0.9
397,Supreme Petrochem Ltd.,SUPPETRO,Petrochemicals,17359.75,31-03-2023,69631.71,26.4,14.03,3.78,0.74
398,Surana Solar Ltd.,SURANASOL,Capital Goods - Electrical Equipment,17359.75,31-03-2023,838.97,0.46,36.8,1.46,1.16
399,Surya Roshni Ltd.,SURYAROSNI,Steel,17359.75,31-03-2023,35795.66,61.74,10.66,1.92,1.59
400,Suryalakshmi Cotton Mills Ltd.,SURYALAXMI,Textiles,17359.75,31-03-2023,881.03,6.62,7.08,0.34,1.52
401,Swan Energy Ltd.,SWANENERGY,Textiles,17359.75,31-03-2023,56425.45,0.14,1550.15,4.4,0.73
402,Swaraj Engines Ltd.,SWARAJENG,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,18698.03,110.7,13.91,5.46,0.82
403,Swelect Energy Systems Ltd.,SWELECTES,Capital Goods - Electrical Equipment,17359.75,31-03-2023,4324.04,5.2,54.8,0.59,1.3
404,Symphony Ltd.,SYMPHONY,Consumer Durables,17359.75,31-03-2023,70946.89,23.49,43.18,7.78,0.97
405,Syngene International Ltd.,SYNGENE,Pharmaceuticals,17359.75,31-03-2023,238652.81,11.97,49.67,6.59,0.6
406,Talbros Automotive Components Ltd.,TALBROAUTO,Auto Ancillaries,17359.75,31-03-2023,5051.21,35.45,11.54,1.63,1.63
407,Tamil Nadu Newsprint & Papers Ltd.,TNPL,Paper,17359.75,31-03-2023,15108.67,56.04,3.9,0.78,1.22
408,Tamilnadu Petroproducts Ltd.,TNPETRO,Chemicals,17359.75,31-03-2023,6432.96,9.93,7.2,0.84,1.12
409,Tanla Platforms Ltd.,TANLA,IT - Software,17359.75,31-03-2023,70324.99,12.95,40.39,12.4,1.13
410,Tantia Constructions Ltd.,TANTIACONS,Infrastructure Developers & Operators,17359.75,31-03-2023,248.62,12.21,0.71,0.08,0.14
411,Tarmat Ltd.,TARMAT,Realty,17359.75,31-03-2023,1608.16,2.3,32.82,1.23,1.32
412,Tasty Bite Eatables Ltd.,TASTYBITE,FMCG,17359.75,31-03-2023,20585.35,120.65,66.49,8.45,0.94
413,Tata Chemicals Ltd.,TATACHEM,Chemicals,17359.75,31-03-2023,247737.74,5.89,165.16,1.55,1.15
414,Tata Coffee Ltd.,TATACOFFEE,Plantation & Plantation Products,17359.75,31-03-2023,38446.68,3.76,54.69,2.83,1.23
415,Tata Communications Ltd.,TATACOMM,Telecomm-Service,17359.75,31-03-2023,354967.5,25.43,48.98,3.6,1.19
416,Tata Consultancy Services Ltd.,TCS,IT - Software,17359.75,31-03-2023,11730552.8,104.94,30.55,15.74,0.64
417,Tata Elxsi Ltd.,TATAELXSI,IT - Software,17359.75,31-03-2023,371111.53,121.1,49.21,17.79,1.12
418,Tata Metaliks Ltd.,TATAMETALI,Steel,17359.75,31-03-2023,23679.97,25.15,29.82,1.5,1.29
419,Tata Motors Ltd.,TATAMOTORS,Automobile,17359.75,31-03-2023,1397621.69,8.74,48.16,6.25,1.75
420,Tata Steel Ltd.,TATASTEEL,Steel,17359.75,31-03-2023,1277150.62,12.61,8.29,0.95,1.35
421,Tech Mahindra Ltd.,TECHM,IT - Software,17359.75,31-03-2023,1073364.4,44.41,24.81,4.26,0.77
422,Technocraft Industries (India) Ltd.,TIIL,Steel,17359.75,31-03-2023,27895.01,82.82,14.67,2.3,1.27
423,Thangamayil Jewellery Ltd.,THANGAMAYL,"Diamond, Gems and Jewellery",17359.75,31-03-2023,13789.55,59.74,16.82,3.55,0.96
424,Thejo Engineering Ltd.,THEJO,Engineering,17359.75,31-03-2023,14189.59,25.78,51.45,7.89,0.78
425,Themis Medicare Ltd.,THEMISMED,Pharmaceuticals,17359.75,31-03-2023,10857.89,46.54,25.35,4.38,1.42
426,Thermax Ltd.,THERMAX,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,273189.65,26.49,86.53,8.49,0.79
427,Thirumalai Chemicals Ltd.,TIRUMALCHM,Chemicals,17359.75,31-03-2023,17590.28,10.94,15.7,1.83,1.68
428,Thomas Scott (India) Ltd.,THOMASCOTT,Textiles,17359.75,31-03-2023,234.56,4.55,8.12,1.78,0.43
429,Thyrocare Technologies Ltd.,THYROCARE,Healthcare,17359.75,31-03-2023,22751.98,10.77,39.92,4.53,0.48
430,Tide Water Oil Co. (India) Ltd.,TIDEWATER,Chemicals,17359.75,31-03-2023,14460.18,48.61,17.07,2.11,1.01
431,Tilaknagar Industries Ltd.,TI,Alcoholic Beverages,17359.75,31-03-2023,20887.82,3.72,30.27,4.42,0.56
432,Time Technoplast Ltd.,TIMETECHNO,Plastic products,17359.75,31-03-2023,17413.3,4.92,15.66,1.06,1.6
433,Times Guaranty Ltd.,TIMESGTY,Finance,17359.75,31-03-2023,441.11,1.0,49.01,1.01,1.07
434,Timken India Ltd.,TIMKEN,Auto Ancillaries,17359.75,31-03-2023,207261.46,51.24,53.78,10.17,0.89
435,Titan Company Ltd.,TITAN,"Diamond, Gems and Jewellery",17359.75,31-03-2023,2232693.41,37.58,66.93,18.62,1.19
436,Torrent Pharmaceuticals Ltd.,TORNTPHARM,Pharmaceuticals,17359.75,31-03-2023,520241.41,30.4,50.56,8.06,0.5
437,Torrent Power Ltd.,TORNTPOWER,Power Generation & Distribution,17359.75,31-03-2023,245306.81,42.85,11.91,2.23,0.85
438,Touchwood Entertainment Ltd.,TOUCHWOOD,Entertainment,17359.75,31-03-2023,1615.25,2.44,65.13,8.7,0.64
439,Trent Ltd.,TRENT,Retail,17359.75,31-03-2023,488777.48,8.89,154.71,15.87,1.18
440,Tribhovandas Bhimji Zaveri Ltd.,TBZ,"Diamond, Gems and Jewellery",17359.75,31-03-2023,4077.24,5.54,11.02,0.72,1.74
441,Trident Ltd.,TRIDENT,Textiles,17359.75,31-03-2023,142431.96,0.82,34.2,4.09,1.48
442,Trigyn Technologies Ltd.,TRIGYN,IT - Software,17359.75,31-03-2023,2829.21,1.12,82.01,1.49,1.72
443,Triveni Turbine Ltd.,TRITURBINE,Capital Goods - Electrical Equipment,17359.75,31-03-2023,105900.69,4.55,73.29,16.95,1.22
444,Ujjivan Financial Services Ltd.,UJJIVAN,Finance,17359.75,31-03-2023,31180.01,8.89,28.83,1.68,1.59
445,Uniphos Enterprises Ltd.,UNIENTER,Trading,17359.75,31-03-2023,10619.65,5.57,27.43,0.37,1.14
446,United Breweries Ltd.,UBL,Alcoholic Beverages,17359.75,31-03-2023,376631.91,12.57,113.36,9.51,0.93
447,United Polyfab Gujarat Ltd.,UNITEDPOLY,Textiles,17359.75,31-03-2023,1570.32,2.62,28.66,2.59,0.39
448,United Spirits Ltd.,MCDOWELL-N,Alcoholic Beverages,17359.75,31-03-2023,550048.26,9.63,78.51,9.25,0.96
449,Universal Cables Ltd.,UNIVCABLES,Cables,17359.75,31-03-2023,12441.76,18.09,19.83,1.76,1.64
450,Urja Global Ltd.,URJA,Trading,17359.75,31-03-2023,3816.86,0.02,284.84,2.62,1.35
451,Usha Martin Ltd.,USHAMART,Steel,17359.75,31-03-2023,65367.11,6.54,32.82,6.05,1.45
452,Uttam Sugar Mills Ltd.,UTTAMSUGAR,Sugar,17359.75,31-03-2023,8821.35,32.36,7.15,1.55,1.7
453,V-Guard Industries Ltd.,VGUARD,Capital Goods - Electrical Equipment,17359.75,31-03-2023,108065.22,3.91,64.03,6.92,0.81
454,Vadilal Industries Ltd.,VADILALIND,FMCG,17359.75,31-03-2023,15785.55,99.75,22.02,7.38,0.97
455,Vaibhav Global Ltd.,VAIBHAVGBL,"Diamond, Gems and Jewellery",17359.75,31-03-2023,45024.5,6.05,45.07,7.36,0.87
456,Vaishali Pharma Ltd.,VAISHALI,Trading,17359.75,31-03-2023,1538.69,6.33,23.03,4.67,0.33
457,Vardhman Acrylics Ltd.,VARDHACRLC,Textiles,17359.75,31-03-2023,3495.82,4.09,10.64,1.43,0.81
458,Vardhman Holdings Ltd.,VHL,Finance,17359.75,31-03-2023,8171.93,21.62,118.43,1.02,1.32
459,Vardhman Special Steels Ltd.,VSSL,Steel,17359.75,31-03-2023,16137.21,24.72,16.06,2.52,1.09
460,Vardhman Textiles Ltd.,VTL,Textiles,17359.75,31-03-2023,84916.61,25.91,11.34,1.02,1.0
461,Varun Beverages Ltd.,VBL,FMCG,17359.75,31-03-2023,900936.99,23.7,58.53,15.29,0.77
462,Vascon Engineers Ltd.,VASCONEQ,Construction,17359.75,31-03-2023,5400.33,3.83,6.49,0.6,1.62
463,Vaswani Industries Ltd.,VASWANI,Steel,17359.75,31-03-2023,600.0,2.0,9.98,0.57,1.33
464,Vedanta Ltd.,VEDL,Mining & Mineral products,17359.75,31-03-2023,1020185.28,61.55,4.46,1.5,1.51
465,Venus Remedies Ltd.,VENUSREM,Pharmaceuticals,17359.75,31-03-2023,2171.47,21.67,7.5,0.45,0.96
466,Vertoz Advertising Ltd.,VERTOZ,Miscellaneous,17359.75,31-03-2023,3706.36,1.96,102.1,3.14,0.83
467,Vesuvius India Ltd.,VESUVIUS,Refractories,17359.75,31-03-2023,33234.83,66.08,24.78,3.19,0.73
468,Vidhi Specialty Food Ingredients Ltd.,VIDHIING,Chemicals,17359.75,31-03-2023,16282.07,7.58,43.01,6.48,1.07
469,Viji Finance Ltd.,VIJIFIN,Finance,17359.75,31-03-2023,173.25,0.06,35.36,1.43,0.97
470,Vikas Ecotech Ltd.,VIKASECO,Plastic products,17359.75,31-03-2023,2371.45,0.1,23.95,1.0,1.07
471,Vimta Labs Ltd.,VIMTALABS,Miscellaneous,17359.75,31-03-2023,6945.18,21.59,14.54,2.48,1.29
472,Vinati Organics Ltd.,VINATIORGA,Chemicals,17359.75,31-03-2023,185871.06,44.53,40.61,8.38,0.95
473,Vindhya Telelinks Ltd.,VINDHYATEL,Cables,17359.75,31-03-2023,20695.75,119.07,14.67,1.82,1.35
474,Visaka Industries Ltd.,VISAKAIND,Cement - Products,17359.75,31-03-2023,5908.36,32.52,10.51,0.76,1.49
475,Vishal Fabrics Ltd.,VISHAL,Textiles,17359.75,31-03-2023,3250.68,2.65,6.21,0.84,0.77
476,Vishnu Chemicals Ltd.,VISHNU,Chemicals,17359.75,31-03-2023,16133.1,20.97,12.88,4.66,1.33
477,Voltamp Transformers Ltd.,VOLTAMP,Capital Goods - Electrical Equipment,17359.75,31-03-2023,27239.84,195.79,13.75,2.46,0.93
478,Voltas Ltd.,VOLTAS,Consumer Durables,17359.75,31-03-2023,270746.44,10.47,78.12,4.0,1.1
479,W S Industries (India) Ltd.,WSI,Infrastructure Developers & Operators,17359.75,31-03-2023,1360.66,3.66,8.9,5.25,0.24
480,Wealth First Portfolio Managers Ltd.,WEALTH,Finance,17359.75,31-03-2023,3033.48,12.68,22.45,3.95,0.16
481,Weizmann Ltd.,WEIZMANIND,Textiles,17359.75,31-03-2023,1295.68,3.82,21.38,2.3,0.69
482,Welspun Corp Ltd.,WELCORP,Steel,17359.75,31-03-2023,52436.64,14.4,13.93,1.51,1.9
483,Welspun Enterprises Ltd.,WELENT,Construction,17359.75,31-03-2023,18830.37,12.28,10.22,0.76,1.52
484,Welspun India Ltd.,WELSPUNIND,Textiles,17359.75,31-03-2023,62889.92,1.54,41.46,1.74,1.4
485,Wendt (India) Ltd.,WENDT,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,17017.4,197.2,43.15,10.05,1.16
486,West Coast Paper Mills Ltd.,WSTCSTPAPR,Paper,17359.75,31-03-2023,35045.55,88.11,6.02,1.71,1.49
487,Wheels India Ltd.,WHEELS,Auto Ancillaries,17359.75,31-03-2023,10796.56,27.08,16.57,1.51,1.12
488,Wipro Ltd.,WIPRO,IT - Software,17359.75,31-03-2023,2004461.95,17.55,20.81,3.19,0.78
489,Wonderla Holidays Ltd.,WONDERLA,Entertainment,17359.75,31-03-2023,24221.46,25.43,16.84,2.55,1.07
490,Worth Peripherals Ltd.,WORTH,Paper,17359.75,31-03-2023,1449.09,11.45,8.03,1.02,0.62
491,Xchanging Solutions Ltd.,XCHANGING,IT - Software,17359.75,31-03-2023,5926.68,1.02,52.4,2.1,1.27
492,Xpro India Ltd.,XPROINDIA,Plastic products,17359.75,31-03-2023,12602.87,24.24,28.55,6.23,1.43
493,Yes Bank Ltd.,YESBANK,Banks,17359.75,31-03-2023,432759.37,0.18,82.98,1.09,0.37
494,Zee Entertainment Enterprises Ltd.,ZEEL,Entertainment,17359.75,31-03-2023,203870.25,4.57,46.42,2.1,1.33
495,Zee Learn Ltd.,ZEELEARN,Computer Education,17359.75,31-03-2023,1059.8,0.9,3.6,1.85,1.06
496,Zen Technologies Ltd.,ZENTEC,IT - Software,17359.75,31-03-2023,26091.21,4.47,73.45,10.79,1.64
497,Zenith Exports Ltd.,ZENITHEXPO,Textiles,17359.75,31-03-2023,426.3,2.93,26.98,0.53,0.49
498,Zensar Technologies Ltd.,ZENSARTECH,IT - Software,17359.75,31-03-2023,62130.77,13.51,20.31,2.7,0.95
499,Zota Health Care Ltd.,ZOTA,Pharmaceuticals,17359.75,31-03-2023,7088.92,2.36,119.14,7.53,0.66
500,Zydus Wellness Ltd.,ZYDUSWELL,FMCG,17359.75,31-03-2023,98648.91,10.44,148.46,2.45,0.63
501,360 One Wam Ltd.,360ONE,Other fund based financial services,17359.75,31-03-2023,153367.77,13.92,30.93,6.64,1.17
502,3M India Ltd.,3MINDIA,"Plastic furniture, floorings & miscellaneous items",17359.75,31-03-2023,258689.38,356.84,64.35,13.28,0.83
503,A B B India Ltd.,ABB,"Generators, transformers & switchgears",17359.75,31-03-2023,713103.47,37.51,89.7,13.76,0.76
504,A C C Ltd.,ACC,Cement,17359.75,31-03-2023,313078.92,39.32,42.4,2.23,1.01
505,A I A Engineering Ltd.,AIAENG,Castings & forgings,17359.75,31-03-2023,273821.47,102.67,28.28,5.0,0.58
506,A P L Apollo Tubes Ltd.,APLAPOLLO,Steel pipes & tubes,17359.75,31-03-2023,334280.7,18.46,65.29,13.0,1.28
507,A U Small Finance Bank Ltd.,AUBANK,Banking services,17359.75,31-03-2023,386178.74,20.0,28.96,3.52,1.29
508,Aarti Drugs Ltd.,AARTIDRUGS,Drugs & pharmaceuticals,17359.75,31-03-2023,31275.65,16.5,20.47,2.8,0.95
509,Aarti Industries Ltd.,AARTIIND,Other chemical products,17359.75,31-03-2023,187831.47,14.59,35.5,3.82,1.0
510,Aavas Financiers Ltd.,AAVAS,Housing finance services,17359.75,31-03-2023,127340.86,54.36,29.63,3.89,0.87
511,Abbott India Ltd.,ABBOTINDIA,Drugs & pharmaceuticals,17359.75,31-03-2023,468862.66,440.34,50.11,14.7,0.41
512,Adani Energy Solutions Ltd.,ADANIENSOL,Wholesale trading,17359.75,31-03-2023,1107740.01,1.53,650.69,10.73,1.45
513,Adani Enterprises Ltd.,ADANIENT,Wholesale trading,17359.75,31-03-2023,1995514.96,14.79,118.33,14.32,1.89
514,Adani Power Ltd.,ADANIPOWER,Conventional electricity,17359.75,31-03-2023,738989.5,10.19,18.8,5.77,1.89
515,Adani Total Gas Ltd.,ATGL,Natural gas trading & distribution,17359.75,31-03-2023,954360.2,4.83,179.74,32.48,1.4
516,Aditya Birla Capital Ltd.,ABCAPITAL,Other fund based financial services,17359.75,31-03-2023,371282.99,0.57,269.32,3.68,1.59
517,Aditya Birla Fashion & Retail Ltd.,ABFRL,Retail trading,17359.75,31-03-2023,203365.78,1.37,156.08,6.14,1.1
518,Aegis Logistics Ltd.,AEGISCHEM,Storage & distribution,17359.75,31-03-2023,133011.45,10.87,34.87,6.12,1.06
519,Affle (India) Ltd.,AFFLE,Business services & consultancy,17359.75,31-03-2023,131532.12,5.0,197.29,14.47,1.4
520,Ajanta Pharma Ltd.,AJANTPHARM,Drugs & pharmaceuticals,17359.75,31-03-2023,154877.69,45.35,26.65,4.77,0.6
521,Akzo Nobel India Ltd.,AKZOINDIA,Paints & varnishes,17359.75,31-03-2023,104767.77,70.16,32.79,7.97,0.61
522,Alembic Pharmaceuticals Ltd.,APLLTD,Drugs & pharmaceuticals,17359.75,31-03-2023,97564.11,17.59,28.22,2.21,0.51
523,Alkem Laboratories Ltd.,ALKEM,Drugs & pharmaceuticals,17359.75,31-03-2023,406054.7,95.83,35.44,4.34,0.43
524,Alkyl Amines Chemicals Ltd.,ALKYLAMINE,Organic chemicals,17359.75,31-03-2023,110142.29,45.44,47.43,9.42,1.03
525,Amara Raja Batteries Ltd.,AMARAJABAT,Storage batteries,17359.75,31-03-2023,98917.52,44.03,13.15,1.87,1.0
526,Amber Enterprises India Ltd.,AMBER,Air-conditioners & refrigerators,17359.75,31-03-2023,61477.58,14.1,129.4,3.71,0.75
527,Ambuja Cements Ltd.,AMBUJACEM,Cement,17359.75,31-03-2023,725852.61,9.52,38.42,3.09,1.06
528,Angel One Ltd.,ANGELONE,Securities broking,17359.75,31-03-2023,97004.65,104.41,11.14,4.59,1.53
529,Anupam Rasayan India Ltd.,ANURAS,Other chemical products,17359.75,31-03-2023,92994.51,15.68,55.18,3.91,0.91
530,Apar Industries Ltd.,APARINDS,"Lubricants, etc.",17359.75,31-03-2023,95859.06,155.3,16.13,4.65,0.66
531,Apollo Hospitals Enterprise Ltd.,APOLLOHOSP,Health services,17359.75,31-03-2023,619841.28,75.7,56.94,8.95,0.61
532,Apollo Tyres Ltd.,APOLLOTYRE,Tyres & tubes,17359.75,31-03-2023,203168.79,9.05,35.33,2.05,1.63
533,Asahi India Glass Ltd.,ASAHIINDIA,Glass & glassware,17359.75,31-03-2023,109913.11,15.11,29.92,5.17,1.25
534,Ashok Leyland Ltd.,ASHOKLEY,Commercial vehicles,17359.75,31-03-2023,408708.92,4.82,28.89,4.85,1.61
535,Asian Paints Ltd.,ASIANPAINT,Paints & varnishes,17359.75,31-03-2023,2648968.58,42.36,65.19,17.0,0.69
536,Aster D M Healthcare Ltd.,ASTERDM,Health services,17359.75,31-03-2023,120232.79,3.59,66.98,4.34,0.92
537,Astral Ltd.,ASTRAL,"Plastic tubes, pipes, fittings & sheets",17359.75,31-03-2023,359133.67,16.78,79.67,13.41,0.9
538,Astrazeneca Pharma India Ltd.,ASTRAZEN,Wholesale trading,17359.75,31-03-2023,81320.0,39.72,81.9,13.77,0.53
