name,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Balkrishna Industries Ltd.,39920.1,48782.0,53194.7,54096.9,57637.2,58625.3,64626.0,67734.2,80687.4,108843.5
Balrampur Chini Mills Ltd.,43530.4,42284.3,39719.5,37602.1,42912.2,40032.1,52331.4,54162.0,53182.5,51842.1
Bank Of Baroda,5471354.5,6595045.4,7149885.5,6713764.7,6948754.2,7199997.7,7809874.0,11579155.0,11553647.8,12779998.2
Bank Of India,4526027.3,5731902.1,6186977.7,6117608.3,6284531.0,6114262.6,6271741.0,6589928.5,7258564.3,7346140.2
Bank Of Maharashtra,1170535.3,1365450.4,1462964.0,1610897.5,1596888.7,1566615.2,1648715.4,1690405.2,1966822.4,2306237.8
Bata India Ltd.,11304.5,13827.6,16374.3,17312.2,19309.7,21532.3,24864.6,37432.6,33454.7,35388.2
Bayer Cropscience Ltd.,33753.0,35049.0,40837.0,39174.0,44577.0,42716.0,55612.0,60298.0,66973.0,70510.0
Berger Paints India Ltd.,18392.3,21613.2,26656.9,25164.6,37051.0,44692.9,52670.7,58007.9,70788.2,85999.3
Bharat Dynamics Ltd.,72839.0,83487.6,84577.3,97023.0,84559.3,67228.8,55939.8,57999.7,60830.1,66830.6
Bharat Electronics Ltd.,160127.8,163015.2,172277.1,194339.8,188936.0,203470.4,226364.8,261886.9,313598.3,359535.7
Bharat Forge Ltd.,51798.2,57329.7,64123.7,72303.7,77387.7,84431.3,100197.8,98266.0,112518.1,129955.4
Bharat Petroleum Corpn. Ltd.,679703.1,737278.5,711166.8,769651.5,942077.1,1024877.4,1179991.4,1294863.6,1433751.2,1682074.3
Bharti Airtel Ltd.,995061.0,1120348.0,1438861.0,1922537.0,2019596.0,2177632.0,2343514.0,3088293.0,2951924.0,2814600.0
Birlasoft Ltd.,13433.8,16739.7,17419.7,17327.4,19436.8,21305.1,16892.0,17237.3,18814.3,20542.0
Blue Dart Express Ltd.,12915.1,12415.9,13597.5,16469.5,18199.9,18678.2,20555.5,22462.6,25522.7,28727.3
Blue Star Ltd.,24899.6,26905.0,26688.6,26789.0,27935.5,33540.7,33780.5,34447.2,36232.1,41723.9
Bombay Burmah Trdg. Corpn. Ltd.,5796.6,5210.1,6831.7,6548.5,7167.8,7119.2,7408.3,8068.7,13587.0,13191.7
Borosil Renewables Ltd.,6608.8,6929.3,7506.0,7157.3,8227.6,8936.0,4271.2,5211.8,8007.0,10584.9
Bosch Ltd.,79370.0,107954.0,123785.0,131332.0,142178.0,166405.0,156966.0,160321.0,176024.0,171896.0
Brigade Enterprises Ltd.,27546.7,29549.3,35689.9,48580.3,47292.5,57694.7,75507.6,77148.0,81655.8,88199.5
Britannia Industries Ltd.,17120.1,18812.8,24882.0,31056.5,37020.9,46945.4,57375.9,73112.5,74746.9,70755.6
