,name,Year,Total income,Total expenses,Total assets,"Current assets (incl. short term investments, loans & advances)",Current liabilities & provisions,Long term borrowings excl current portion,Sales,Year.1,Total income.1,Total expenses.1,Total assets.1,"Current assets (incl. short term investments, loans & advances).1",Current liabilities & provisions.1,Long term borrowings excl current portion.1,Sales.1,Year.2,Total income.2,Total expenses.2,Total assets.2,"Current assets (incl. short term investments, loans & advances).2",Current liabilities & provisions.2,Long term borrowings excl current portion.2,Sales.2,Year.3,Total income.3,Total expenses.3,Total assets.3,"Current assets (incl. short term investments, loans & advances).3",Current liabilities & provisions.3,Long term borrowings excl current portion.3,Sales.3,Year.4,Total income.4,Total expenses.4,Total assets.4,"Current assets (incl. short term investments, loans & advances).4",Current liabilities & provisions.4,Long term borrowings excl current portion.4,Sales.4,Year.5,Total income.5,Total expenses.5,Total assets.5,"Current assets (incl. short term investments, loans & advances).5",Current liabilities & provisions.5,Long term borrowings excl current portion.5,Sales.5,Year.6,Total income.6,Total expenses.6,Total assets.6,"Current assets (incl. short term investments, loans & advances).6",Current liabilities & provisions.6,Long term borrowings excl current portion.6,Sales.6,Year.7,Total income.7,Total expenses.7,Total assets.7,"Current assets (incl. short term investments, loans & advances).7",Current liabilities & provisions.7,Long term borrowings excl current portion.7,Sales.7,Year.8,Total income.8,Total expenses.8,Total assets.8,"Current assets (incl. short term investments, loans & advances).8",Current liabilities & provisions.8,Long term borrowings excl current portion.8,Sales.8,Year.9,Total income.9,Total expenses.9,Total assets.9,"Current assets (incl. short term investments, loans & advances).9",Current liabilities & provisions.9,Long term borrowings excl current portion.9,Sales.9,Year.10,Total income.10,Total expenses.10,Total assets.10,"Current assets (incl. short term investments, loans & advances).10",Current liabilities & provisions.10,Long term borrowings excl current portion.10,Sales.10
12,Adani Enterprises Ltd.,2013-03-31 00:00:00,128330.6,123972.9,203514.8,94485.3,80523.3,14900.0,118867.7,2014-03-31 00:00:00,130196.4,135031.2,226898.1,105196.5,102502.4,20405.8,117864.4,2015-03-31 00:00:00,164346.7,155170.2,227683.2,131195.3,95982.5,25351.5,149154.0,2016-03-31 00:00:00,91868.4,86153.0,146196.5,104680.9,83521.3,19113.3,81472.5,2017-03-31 00:00:00,92821.9,90908.8,149120.4,89814.8,89788.9,18578.2,77766.0,2018-03-31 00:00:00,118616.3,123946.6,156731.6,98355.7,98202.6,15969.9,95303.2,2019-03-31 00:00:00,159432.3,160612.6,149479.4,104231.0,104142.6,9283.4,153412.9,2020-03-31,169344.4,158592.8,140921.7,91665.0,90204.0,10653.8,162078.0,2021-03-31,137509.4,129481.0,131878.0,80856.2,74674.5,13510.0,133454.7,2022-03-31,273388.7,303614.9,217106.5,154782.7,141972.8,20726.6,268335.5,2023-03-31 00:00:00,685922.2,662115.5,401989.6,273329.2,249896.7,10414.2,673364.4
13,Adani Power Ltd.,2013-03-31 00:00:00,69196.8,88717.1,379833.9,41991.3,113482.4,207528.0,63401.3,2014-03-31 00:00:00,114738.3,108785.7,409611.4,40979.5,127541.2,176031.6,100262.9,2015-03-31 00:00:00,115136.4,115822.7,405061.5,60133.2,136452.7,167029.7,106291.4,2016-03-31 00:00:00,133989.6,133024.2,488525.9,80977.1,185366.4,147198.1,127069.9,2017-03-31 00:00:00,116033.3,176576.7,448802.0,38448.9,165333.8,172274.1,108738.1,2018-03-31 00:00:00,100887.1,101810.1,199040.8,33718.5,78660.5,22440.5,81240.7,2019-03-31 00:00:00,34716.3,36265.2,291139.1,1674.2,33720.6,83746.6,24062.0,2020-03-31,19201.1,32606.7,227059.2,4779.6,34190.9,31128.5,10065.7,2021-03-31,5875.3,10862.7,244084.3,9006.3,61644.1,9305.6,4482.9,2022-03-31,319184.4,268821.0,747058.2,155499.1,156172.0,304015.1,273989.0,2023-03-31 00:00:00,445270.8,342809.3,772410.2,171981.3,149240.1,248974.4,337800.6
14,Adani Total Gas Ltd.,2013-03-31 00:00:00,14118.5,13586.9,11976.7,2025.0,2284.4,3457.4,14086.4,2014-03-31 00:00:00,16316.0,15891.1,11904.7,2013.9,1642.1,3146.3,16292.7,2015-03-31 00:00:00,14292.8,13273.7,12579.8,2786.2,1764.5,2545.3,14237.8,2016-03-31 00:00:00,12331.6,11520.3,14363.4,4487.7,4608.7,942.0,12093.0,2017-03-31 00:00:00,12029.8,11013.8,16631.6,6366.8,3322.7,3206.7,11667.1,2018-03-31 00:00:00,15381.0,13728.8,28148.6,6513.0,3647.9,12342.1,14578.4,2019-03-31 00:00:00,19101.7,16760.2,20698.5,6748.4,4931.2,3457.1,18242.2,2020-03-31,20356.9,15991.1,24977.5,5589.5,5919.7,3187.0,19909.0,2021-03-31,18292.6,13583.9,32395.9,2237.6,8086.9,3453.5,17844.9,2022-03-31,32478.6,27520.7,44463.3,3632.3,14656.7,3881.5,32069.6,2023-03-31 00:00:00,47203.5,41874.8,56587.6,8626.5,21936.0,3103.9,46834.4
15,Aditya Birla Capital Ltd.,2013-03-31 00:00:00,31.3,22.7,9757.9,27.9,7.6,0.0,0.0,2014-03-31 00:00:00,34.9,578.8,15290.1,34.6,13.4,0.0,0.0,2015-03-31 00:00:00,56.1,541.7,21918.9,332.6,313.5,0.0,0.0,2016-03-31 00:00:00,80.7,85.5,31487.6,235.8,166.1,0.0,0.0,2017-03-31 00:00:00,1063.9,1021.5,51578.5,847.8,5305.8,0.0,0.0,2018-03-31 00:00:00,2638.3,2276.6,80846.6,0.0,951.4,0.0,0.0,2019-03-31 00:00:00,2889.3,2985.3,89067.1,0.0,681.8,0.0,1.3,2020-03-31,2913.0,2614.5,96291.1,0.0,670.9,0.0,5.0,2021-03-31,1917.3,1187.0,97423.8,0.0,786.1,0.0,4.6,2022-03-31,5424.3,1977.4,100810.7,0.0,617.4,0.0,5.0,2023-03-31 00:00:00,3243.2,1830.3,102872.0,0.0,801.7,0.0,5.0
16,Aditya Birla Fashion & Retail Ltd.,2013-03-31 00:00:00,13483.6,13939.1,28822.8,11689.2,15890.6,4849.3,12731.9,2014-03-31 00:00:00,16663.4,18915.7,21532.3,4182.6,5102.9,10150.0,16548.2,2015-03-31 00:00:00,18535.1,21460.7,21424.5,4777.2,7987.1,9375.0,18324.5,2016-03-31 00:00:00,60629.2,64122.6,45842.6,19568.4,28803.4,6766.4,60249.0,2017-03-31 00:00:00,66711.3,66150.2,50492.3,21484.3,25704.8,12704.8,66255.5,2018-03-31 00:00:00,72142.2,73425.0,57560.4,26648.3,31850.5,11879.0,71814.1,2019-03-31 00:00:00,81825.0,80897.8,66354.1,33821.0,40908.0,7232.7,81177.2,2020-03-31,88076.2,93116.0,97135.8,41740.5,57003.2,26461.8,87425.3,2021-03-31,52537.8,52938.6,99398.2,35833.7,40250.0,24966.8,51811.4,2022-03-31,79182.9,88830.0,118946.5,50507.8,56328.2,26217.2,78242.0,2023-03-31 00:00:00,118492.4,128080.2,157624.2,64727.9,65778.8,42019.2,117368.6
17,Aegis Logistics Ltd.,2013-03-31 00:00:00,4028.0,3674.4,5467.5,1358.3,1109.8,821.5,3830.7,2014-03-31 00:00:00,3798.7,3636.0,6028.3,1205.9,1588.5,905.1,3700.3,2015-03-31 00:00:00,4410.0,3289.0,6000.9,1529.5,1124.5,510.0,3443.2,2016-03-31 00:00:00,3683.5,3080.6,6102.2,1016.4,1125.0,395.9,3573.5,2017-03-31 00:00:00,4141.2,3575.4,11440.7,2205.6,3026.5,356.7,3885.9,2018-03-31 00:00:00,5311.2,4320.1,12641.1,2667.8,3561.5,488.3,5012.5,2019-03-31 00:00:00,7281.7,6485.4,12636.6,2130.3,2985.7,490.7,7070.6,2020-03-31,9262.4,8996.4,17661.0,2558.1,3544.8,3208.6,8597.1,2021-03-31,7890.0,6476.5,21335.8,2900.2,4125.9,3853.5,7064.1,2022-03-31,14932.4,10607.2,26194.3,5528.6,5082.6,3817.1,12303.4,2023-03-31 00:00:00,38086.8,30532.1,29970.7,14491.6,5118.7,829.6,30770.8
18,Affle (India) Ltd.,2013-03-31 00:00:00,76.8,91.1,104.1,78.8,45.0,0.0,73.1,2014-03-31 00:00:00,148.4,150.4,144.1,129.7,84.4,0.0,145.2,2015-03-31 00:00:00,394.6,371.8,291.8,278.6,208.1,0.0,393.3,2016-03-31 00:00:00,752.6,703.4,434.6,340.2,257.0,42.8,724.3,2017-03-31 00:00:00,672.1,666.0,520.9,349.1,296.2,5.3,662.0,2018-03-31 00:00:00,848.8,760.5,665.0,491.0,340.0,0.0,845.2,2019-03-31 00:00:00,1231.6,1064.8,1072.7,665.7,577.3,0.0,1212.1,2020-03-31,1887.9,1559.0,2780.4,1874.9,976.0,14.6,1822.3,2021-03-31,2731.7,2449.4,3386.5,1523.4,993.8,5.5,2667.3,2022-03-31,4287.9,3722.4,10408.5,6349.0,1727.6,0.0,3975.2,2023-03-31 00:00:00,5173.7,4504.9,11567.2,7859.7,1971.0,0.0,4947.9
19,Ajanta Pharma Ltd.,2013-03-31 00:00:00,8526.5,7629.4,6760.5,3258.1,2177.7,722.0,8452.4,2014-03-31 00:00:00,11358.4,9078.4,8800.0,4536.5,2639.6,512.8,11175.7,2015-03-31 00:00:00,14046.2,10870.7,10875.3,5730.3,2448.3,322.7,13678.5,2016-03-31 00:00:00,16635.0,12825.6,14310.9,7100.0,2531.3,138.2,15736.0,2017-03-31 00:00:00,18896.6,13825.6,17654.2,7799.7,2171.4,0.0,18227.1,2018-03-31 00:00:00,19063.5,15279.8,23186.5,11008.1,3059.9,0.0,18304.5,2019-03-31 00:00:00,18748.1,15504.3,27990.0,11741.7,4324.7,0.0,17726.2,2020-03-31,23806.2,19304.7,33506.3,15670.3,6269.0,119.7,21964.2,2021-03-31,28305.4,22295.0,39503.3,20399.7,7198.5,163.0,27185.9,2022-03-31,33059.2,26426.6,40201.0,20717.5,4844.4,163.3,31406.4,2023-03-31 00:00:00,35440.2,30072.9,44725.3,25543.1,9188.8,249.5,34112.7
20,Akzo Nobel India Ltd.,2013-03-31 00:00:00,26138.0,23833.0,23501.0,14985.0,11299.0,0.0,24732.0,2014-03-31 00:00:00,27407.0,26076.0,20859.0,13669.0,11134.0,0.0,26840.0,2015-03-31 00:00:00,28683.0,26989.0,18491.0,11277.0,8068.0,0.0,27916.0,2016-03-31 00:00:00,30031.0,27832.0,30339.0,23339.0,17453.0,26.0,29347.0,2017-03-31 00:00:00,36287.0,33983.0,30149.0,22826.0,18735.0,29.0,32761.0,2018-03-31 00:00:00,37537.0,33286.0,35320.0,27820.0,21214.0,29.0,31932.0,2019-03-31 00:00:00,35091.0,33125.0,34948.0,27528.0,22278.0,29.0,34594.0,2020-03-31,33091.0,30976.0,38188.0,15830.0,9812.0,532.0,32655.0,2021-03-31,30263.0,28359.0,40870.0,17772.0,11345.0,511.0,30019.0,2022-03-31,38005.0,36007.0,42182.0,17842.0,12083.0,551.0,37383.0,2023-03-31 00:00:00,46358.0,42934.0,44852.0,18877.0,12842.0,530.0,45991.0
21,Alembic Pharmaceuticals Ltd.,2013-03-31 00:00:00,15151.3,13363.5,11076.0,6753.3,5280.3,705.3,15013.9,2014-03-31 00:00:00,18559.4,16583.0,13402.0,8312.9,5998.5,522.3,18514.9,2015-03-31 00:00:00,20396.7,18259.5,15336.0,8471.7,6113.6,188.0,20340.4,2016-03-31 00:00:00,30528.4,24500.4,22139.3,13332.1,5755.8,0.0,30090.2,2017-03-31 00:00:00,29891.8,26064.5,25653.9,12306.2,5486.4,0.0,29860.6,2018-03-31 00:00:00,29860.9,26002.8,37536.9,16776.3,9001.4,5000.0,29455.2,2019-03-31 00:00:00,36898.7,31590.8,46467.7,18381.5,12428.8,4993.0,36606.8,2020-03-31,42791.3,34862.4,59954.8,21535.9,14557.2,9602.9,41329.5,2021-03-31,51507.7,42148.7,67886.1,24969.4,11409.3,2714.3,50669.0,2022-03-31,50877.8,45243.8,72278.2,27469.4,15819.3,620.3,50354.8,2023-03-31 00:00:00,51533.4,47337.7,62157.3,27824.0,15534.7,586.3,51490.8
22,Alkem Laboratories Ltd.,2013-03-31 00:00:00,25772.9,22044.8,40616.2,25743.6,15136.3,922.8,24089.7,2014-03-31 00:00:00,29523.7,25609.0,42652.5,13460.6,13155.6,539.2,27815.2,2015-03-31 00:00:00,34362.0,30801.3,48985.9,17858.8,16116.4,281.3,32102.5,2016-03-31 00:00:00,42023.2,35361.9,49919.7,21024.0,11772.9,0.0,39387.1,2017-03-31 00:00:00,47850.5,41138.1,60976.2,22985.2,14438.4,0.0,46665.4,2018-03-31 00:00:00,53819.2,47575.0,70256.1,30547.6,18097.5,63.3,52814.7,2019-03-31 00:00:00,59102.1,50238.1,75252.9,30968.1,17039.7,63.2,58429.9,2020-03-31,69889.7,57582.4,93323.8,42532.2,26195.5,550.4,68619.8,2021-03-31,76653.3,62815.4,110030.2,56727.5,29511.5,396.9,74775.8,2022-03-31,93235.0,81431.5,134109.6,69024.8,41656.3,378.4,91258.9,2023-03-31 00:00:00,96365.5,82443.5,129795.5,68127.1,30853.4,450.6,93724.0
23,Alkyl Amines Chemicals Ltd.,2013-03-31 00:00:00,3972.1,3795.6,3621.7,1949.2,1600.1,599.8,3958.8,2014-03-31 00:00:00,4843.8,4426.3,4277.6,2331.7,1792.9,648.4,4808.7,2015-03-31 00:00:00,5194.4,4676.6,4270.0,1985.2,1482.6,560.1,5162.9,2016-03-31 00:00:00,5263.0,4858.0,4442.5,1987.6,1458.9,446.8,5232.9,2017-03-31 00:00:00,5429.2,4917.0,5700.2,2250.2,1605.7,662.2,5417.8,2018-03-31 00:00:00,6279.7,5532.7,7154.4,2383.9,1795.6,1081.9,6248.2,2019-03-31 00:00:00,8503.5,7874.9,8639.0,3120.4,2477.9,790.5,8464.1,2020-03-31,10327.5,8092.0,9189.4,2941.5,1538.0,485.5,9928.9,2021-03-31,12494.4,9649.2,13598.9,5280.5,2819.3,221.6,12424.4,2022-03-31,15577.6,13701.8,16599.5,5376.4,3280.0,4.9,15419.8,2023-03-31 00:00:00,16962.5,14639.1,18913.7,4990.3,3525.5,18.3,16823.3
24,Amara Raja Batteries Ltd.,2013-03-31 00:00:00,33573.1,31020.8,17784.3,12602.8,5796.4,773.1,33108.5,2014-03-31 00:00:00,38857.3,35517.0,19878.2,11431.2,4781.8,759.5,38386.8,2015-03-31 00:00:00,46795.5,43226.0,25777.2,14557.0,7176.4,741.4,46407.6,2016-03-31 00:00:00,52309.6,48579.3,29770.8,14110.3,6406.9,724.7,51879.1,2017-03-31 00:00:00,60421.4,57347.5,36020.3,17626.1,7636.1,690.1,59784.9,2018-03-31 00:00:00,62988.3,58546.8,41868.8,21568.2,9975.0,584.3,62299.6,2019-03-31 00:00:00,68344.4,64800.9,45143.3,22085.1,9069.1,468.0,67906.6,2020-03-31,68932.8,61802.9,50440.7,22474.3,11264.9,560.1,68347.1,2021-03-31,72380.6,66591.0,58221.4,28300.7,13386.5,619.8,71724.2,2022-03-31,87754.1,85860.2,63962.7,28307.7,15340.9,938.0,87021.3,2023-03-31 00:00:00,104766.3,97215.4,71093.7,32861.4,14634.7,731.4,103958.5
25,Amber Enterprises India Ltd.,2013-03-31 00:00:00,8480.8,8218.7,6868.8,3652.5,3958.5,1464.5,8428.5,2014-03-31 00:00:00,8693.1,8481.8,7942.2,3733.6,4482.2,1174.7,8633.1,2015-03-31 00:00:00,11180.7,11003.2,9398.3,4489.1,5082.8,1450.1,11142.8,2016-03-31 00:00:00,10202.6,10072.8,10566.5,4922.5,5602.7,1614.1,10181.6,2017-03-31 00:00:00,16405.4,16462.4,12359.2,6098.1,5998.1,2574.1,16327.3,2018-03-31 00:00:00,19576.6,18738.5,15518.4,8392.4,5918.6,98.6,19503.6,2019-03-31 00:00:00,21973.6,21258.2,21233.4,13395.6,9674.3,1028.3,21887.5,2020-03-31,30122.3,29229.1,25640.4,14944.6,12311.3,1231.1,30067.2,2021-03-31,23282.0,22918.3,31962.1,19008.7,14632.6,1296.0,22986.4,2022-03-31,31715.0,31156.7,42268.5,24972.0,22690.5,2636.5,31389.7,2023-03-31 00:00:00,50711.5,50485.6,51792.5,31479.4,28912.4,4811.0,49908.2
26,Ambuja Cements Ltd.,2012-12-31 00:00:00,114027.3,103065.0,124272.6,52838.0,29067.4,346.3,110053.8,2013-12-31 00:00:00,111063.1,96934.1,131007.2,55429.7,28491.3,291.5,103762.2,2014-12-31 00:00:00,119440.0,104317.3,140413.1,60012.4,31435.7,291.5,112522.1,2015-12-31 00:00:00,111907.0,103577.5,143370.9,65569.8,32344.7,226.8,107463.5,2016-12-31 00:00:00,110668.5,101648.0,236209.0,42189.9,34369.9,157.3,104629.5,2017-12-31 00:00:00,116315.3,104447.9,248869.5,55160.4,41328.4,241.2,111064.8,2018-12-31 00:00:00,121037.6,106896.2,255392.4,57441.2,37192.5,396.8,111061.7,2019-12-31,121862.7,106149.3,273154.5,68671.8,44665.0,352.8,114563.0,2020-12-31,118057.0,99015.2,258348.7,44840.1,45967.3,3402.4,113155.1,2021-12-31,142756.3,125485.3,284799.2,68186.7,53948.6,3046.5,139647.8,2023-03-31 00:00:00,210386.0,184181.2,362102.2,112747.6,64517.2,6339.5,199361.6
27,Angel One Ltd.,2013-03-31 00:00:00,3005.3,2913.7,7533.6,4848.0,4670.4,250.0,0.0,2014-03-31 00:00:00,2560.5,2496.3,7772.7,4776.5,4465.2,250.0,35.9,2015-03-31 00:00:00,3643.8,3254.7,7357.4,4955.9,4477.7,0.0,36.4,2016-03-31 00:00:00,3853.5,3598.7,9296.3,7181.0,6241.6,0.0,36.4,2017-03-31 00:00:00,4724.0,4517.0,16068.9,13301.0,12253.3,4.2,36.4,2018-03-31 00:00:00,7533.6,6515.1,23951.1,20495.2,18179.5,11.9,20.1,2019-03-31 00:00:00,7626.4,6859.4,23362.2,20320.3,16425.3,0.0,90.0,2020-03-31,7430.3,6564.1,23143.3,0.0,12576.2,0.0,30.6,2021-03-31,12897.5,9993.5,50389.6,0.0,27646.9,0.0,9.3,2022-03-31,22735.9,16587.2,76533.8,0.0,48479.5,0.0,9.0,2023-03-31 00:00:00,30019.7,21202.3,80278.1,0.0,51176.5,0.0,37.8
28,Anupam Rasayan India Ltd.,2013-03-31 00:00:00,1565.1,1429.9,1512.6,909.3,841.2,105.2,1563.0,2014-03-31 00:00:00,2402.0,2203.6,2174.3,1242.8,1031.5,378.2,2386.0,2015-03-31 00:00:00,2924.5,2587.1,3026.7,1229.7,1307.9,569.6,2858.4,2016-03-31 00:00:00,3140.0,2839.8,4811.5,1522.2,1627.2,1640.1,3019.4,2017-03-31 00:00:00,2992.1,2903.5,6322.0,2257.9,1510.6,2225.1,2888.2,2018-03-31 00:00:00,3491.7,3139.5,9892.9,3361.7,2546.7,2684.2,3414.2,2019-03-31 00:00:00,5207.3,4310.4,13138.8,4116.7,3387.0,4552.0,5015.0,2020-03-31,5454.4,5777.8,17013.2,5553.2,4987.1,5577.0,5400.9,2021-03-31,8375.3,8983.3,23038.1,10961.6,4272.4,2796.2,8210.4,2022-03-31,10811.3,12521.4,28886.7,14454.4,5954.3,5139.8,10738.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Apar Industries Ltd.,2013-03-31 00:00:00,49881.6,49057.0,32318.2,28599.2,26013.6,329.4,48950.9,2014-03-31 00:00:00,50285.4,49674.7,29470.7,25105.2,22305.4,701.3,49538.2,2015-03-31 00:00:00,55158.7,55563.4,28712.4,24082.5,20984.7,947.9,54982.6,2016-03-31 00:00:00,55138.9,53444.7,28063.1,21971.0,19391.5,602.8,54972.4,2017-03-31 00:00:00,52482.2,51297.7,32693.6,27141.5,22234.2,347.7,52324.2,2018-03-31 00:00:00,56468.3,54966.8,40499.5,34356.6,28669.7,1058.0,56359.1,2019-03-31 00:00:00,76010.9,75786.9,47358.5,39790.6,34608.1,844.8,75862.7,2020-03-31,70416.8,70660.9,43967.7,35104.3,30786.1,1699.2,70171.5,2021-03-31,59829.5,58070.4,47236.6,38938.0,31815.1,1933.3,59608.3,2022-03-31,86294.2,87191.9,62084.4,53054.3,43345.5,2063.6,85923.3,2023-03-31 00:00:00,132101.8,129580.1,76709.5,66082.5,53869.0,1655.7,131673.4
30,Apollo Hospitals Enterprise Ltd.,2013-03-31 00:00:00,33544.2,30453.1,43615.0,14490.6,5119.5,8787.8,33188.4,2014-03-31 00:00:00,38840.9,35533.7,48566.3,13575.9,5550.4,10052.5,38616.3,2015-03-31 00:00:00,46380.7,42914.7,58199.9,16963.4,7960.0,14608.1,45928.0,2016-03-31 00:00:00,56285.4,53706.3,76584.4,17787.3,10579.6,19897.7,55883.2,2017-03-31 00:00:00,63489.7,61108.1,84961.5,17956.9,8016.3,26198.1,63012.6,2018-03-31 00:00:00,72051.0,70528.2,92321.3,20769.7,14121.9,25471.1,71830.2,2019-03-31 00:00:00,83505.0,81197.0,99457.0,21074.0,17374.0,25973.0,83366.0,2020-03-31,100081.0,96422.0,117913.0,23878.0,20160.0,39165.0,97944.0,2021-03-31,91891.0,91914.0,113314.0,31514.0,16350.0,27013.0,46539.0,2022-03-31,112773.0,106121.0,119247.0,35736.0,13076.0,25786.0,60983.0,2023-03-31 00:00:00,66763.0,55915.0,125082.0,32381.0,13307.0,22194.0,65248.0
31,Apollo Tyres Ltd.,2013-03-31 00:00:00,95388.0,92368.5,65987.0,24851.9,25431.9,13383.6,94857.8,2014-03-31 00:00:00,97943.4,94799.7,69638.8,28673.9,30943.8,7137.4,97156.1,2015-03-31 00:00:00,100040.3,93435.2,72333.4,30975.5,31686.1,3339.4,99664.1,2016-03-31 00:00:00,99639.4,88200.5,88697.9,37274.7,33849.7,2572.8,96852.8,2017-03-31 00:00:00,100597.5,95998.2,115259.9,47528.9,44401.0,8340.3,98366.9,2018-03-31 00:00:00,106782.7,99466.2,150986.0,66391.9,48339.4,18643.9,104382.7,2019-03-31 00:00:00,124654.0,121347.5,159019.3,54659.7,46046.4,24438.7,121497.6,2020-03-31,110969.4,104755.0,191118.9,50002.2,61751.3,37376.2,108860.7,2021-03-31,118549.2,111251.8,220715.1,71558.2,65871.8,41256.0,113995.7,2022-03-31,147763.2,148637.1,213143.2,53648.7,59070.7,39977.1,143741.9,2023-03-31 00:00:00,173761.5,167518.6,209082.4,52896.1,55380.1,35754.4,169637.6
32,Asahi India Glass Ltd.,2013-03-31 00:00:00,20796.6,21837.2,24286.9,9662.5,16074.9,6116.7,20689.0,2014-03-31 00:00:00,22647.2,22940.6,24040.1,9824.6,16377.0,4098.0,22587.8,2015-03-31 00:00:00,22395.9,21701.8,23570.2,9679.7,9628.4,8101.8,22219.6,2016-03-31 00:00:00,23412.8,22403.1,23758.9,9899.2,10285.7,6697.1,23351.6,2017-03-31 00:00:00,25604.9,24443.1,29108.5,10447.0,9120.4,7766.2,25305.4,2018-03-31 00:00:00,26624.9,24710.7,34070.8,11814.9,11784.4,9083.1,26363.6,2019-03-31 00:00:00,28790.1,27470.8,38458.2,12348.7,13422.3,10922.4,28585.1,2020-03-31,26147.0,24941.0,39784.0,12780.8,13622.5,11032.5,25992.6,2021-03-31,24204.1,21753.7,39092.6,12720.1,12498.2,10214.9,23804.9,2022-03-31,31337.4,28234.6,39013.7,13735.4,10391.7,8838.8,31096.3,2023-03-31 00:00:00,39398.4,36451.9,46201.6,19195.3,15587.9,7622.9,39183.7
33,Ashok Leyland Ltd.,2013-03-31 00:00:00,143448.8,136318.1,131574.9,42772.8,52965.0,27378.4,139479.8,2014-03-31 00:00:00,115964.8,111058.7,130310.4,35323.9,45922.4,32965.0,109183.1,2015-03-31 00:00:00,153327.7,150766.9,134180.3,46987.4,50229.4,25663.4,148401.9,2016-03-31 00:00:00,205852.3,206743.6,132061.2,51894.4,48986.7,18210.4,204287.7,2017-03-31 00:00:00,223019.3,218376.5,150227.0,62100.1,65316.5,11463.3,218116.3,2018-03-31 00:00:00,274849.3,244921.0,178906.0,81438.3,88998.6,5125.5,268280.0,2019-03-31 00:00:00,296007.2,285763.2,190566.5,82978.2,89004.4,2984.0,291931.1,2020-03-31,180490.6,166180.7,172581.3,55286.8,71041.1,13814.1,178330.7,2021-03-31,158370.8,166130.7,194893.6,76037.1,84260.2,25801.3,155984.3,2022-03-31,230070.0,225141.6,213106.7,95942.9,96980.7,28850.3,219961.7,2023-03-31 00:00:00,369757.1,361540.9,231873.9,117995.1,112406.1,17972.5,367407.5
34,Asian Paints Ltd.,2013-03-31 00:00:00,105918.0,97177.1,56815.5,30466.7,23629.7,462.6,104900.7,2014-03-31 00:00:00,123412.2,112550.5,67559.0,38464.8,28403.1,395.1,121981.7,2015-03-31 00:00:00,138587.6,126946.6,73304.4,41582.9,27652.8,320.9,136901.0,2016-03-31 00:00:00,152280.9,134107.7,87350.7,45518.8,24651.7,292.7,148830.3,2017-03-31 00:00:00,165071.6,152210.2,104209.9,54428.3,28885.6,103.8,161070.6,2018-03-31 00:00:00,148374.6,127885.4,116592.3,55185.6,34164.3,98.7,144448.6,2019-03-31 00:00:00,166787.6,147944.5,137815.0,60752.5,38633.1,4847.5,163138.7,2020-03-31,175516.3,151078.9,136849.6,58628.7,32322.2,5147.2,171373.3,2021-03-31,220064.2,190453.2,177146.9,100118.3,46404.6,4830.4,215200.3,2022-03-31,301610.3,282349.5,200987.6,128493.9,57489.1,5349.6,296617.2,2023-03-31 00:00:00,363114.3,325109.9,227553.6,140108.7,59666.0,6895.0,358249.4
35,Aster D M Healthcare Ltd.,2013-03-31 00:00:00,99.7,77.0,4986.3,410.1,147.2,160.4,7.9,2014-03-31 00:00:00,873.7,169.7,7678.7,854.3,598.2,2283.7,8.2,2015-03-31 00:00:00,922.9,1557.6,11744.1,1251.5,812.0,2248.8,530.2,2016-03-31 00:00:00,2452.5,3100.6,31087.4,2366.1,1455.2,3862.5,1890.8,2017-03-31 00:00:00,7693.6,7283.3,33808.0,2164.8,2147.0,5470.6,3795.1,2018-03-31 00:00:00,5461.8,6333.7,34637.9,3140.1,1914.9,266.2,5300.7,2019-03-31 00:00:00,6789.3,6308.6,35063.4,3489.3,2142.9,185.1,5947.8,2020-03-31,8749.3,8143.2,36887.1,1952.5,3577.4,2419.2,7604.2,2021-03-31,7681.7,8369.5,38066.1,2204.1,3499.7,3524.9,7465.4,2022-03-31,11996.1,11094.3,39680.7,2225.6,3656.2,4208.9,11164.7,2023-03-31 00:00:00,15835.6,14102.7,43227.9,3392.6,4300.4,5405.7,15337.4
36,Astral Ltd.,2013-03-31 00:00:00,9007.7,8631.5,5605.3,3247.4,2426.4,630.7,8987.6,2014-03-31 00:00:00,11731.7,11278.2,7131.7,4016.1,3016.2,785.6,11706.7,2015-03-31 00:00:00,13716.4,13013.3,10736.5,4777.3,3299.3,1117.6,13684.9,2016-03-31 00:00:00,14720.8,14259.4,12290.3,4917.2,3521.5,1215.8,14681.6,2017-03-31 00:00:00,16564.8,15430.6,13213.9,5308.6,3586.8,985.0,16481.3,2018-03-31 00:00:00,18791.3,17786.1,14389.3,5514.0,3846.2,733.5,18680.8,2019-03-31 00:00:00,19272.0,18142.0,17959.0,6227.0,4679.0,1213.0,19157.0,2020-03-31,20540.0,19126.0,19492.0,6870.0,4864.0,904.0,20428.0,2021-03-31,25070.0,21410.0,22271.0,9061.0,5321.0,94.0,24863.0,2022-03-31,40946.0,37514.0,31855.0,15763.0,8242.0,272.0,40613.0,2023-03-31 00:00:00,46364.0,41821.0,35978.0,15858.0,8663.0,68.0,46116.0
