Hindustan Aeronautics Ltd.,,,,,,,0.78,1.32,14.63,156.14,115.16
Hindustan Copper Ltd.,8.09,2.97,4.67,1.95,10.1,50.46,5.97,2.27,31.19,39.58,17.15
Hindustan Petroleum Corpn. Ltd.,95.17,32.68,204.44,69.03,126.87,184.63,103.77,43.46,40.42,129.01,51.73
Hindustan Unilever Ltd.,45.39,33.9,79.57,70.39,135.42,113.83,108.91,89.17,481.8,332.15,53.32
Hindustan Zinc Ltd.,7.12,13.52,27.98,18.44,55.14,69.05,5.33,7,46.16,7.62,22.75
Hitachi Energy India Ltd.,,,,,,,,,1.69,9.44,3.58
Home First Finance Co. India Ltd.,,,,,,,,,,10.49,8.67
Honeywell Automation India Ltd.,0.77,0.8,1.09,0.2,0.05,0.85,0.64,0.22,4.52,8.3,10.58
Housing & Urban Devp. Corpn. Ltd.,,,,,,34.97,3.56,3.9,9.34,3.47,37.03
I C I C I Bank Ltd.,1017.23,218.83,774.98,680.61,273.01,606.54,1021.86,263.95,359.42,174.41,203.97
I C I C I Lombard General Insurance Co. Ltd.,,,,,,43.39,10.02,4.89,49.16,24.43,4.83
I C I C I Prudential Life Insurance Co. Ltd.,,,,,45.12,36.75,22.58,17.73,46.34,22.83,15.16
I C I C I Securities Ltd.,,,,,,,5.76,10.86,12.22,10.81,5.03
I D B I Bank Ltd.,18.02,14.03,30.9,42.13,23.95,47.23,14.25,2.87,37.63,47.82,47.81
I D F C First Bank Ltd.,,,,26.93,53.28,40.82,97.55,37.14,102.66,123.99,157.03
I D F C Ltd.,67.79,58.79,406.29,34.36,81.26,29.39,10.91,9.02,12.43,91.61,39.99
I F B Industries Ltd.,16.12,12.14,7.72,0.1,2.16,5.17,1.24,0.82,4.1,1.75,1.45
I I F L Finance Ltd.,6.96,1.73,2.39,2.36,5.95,18.64,7.23,1.31,251.94,10.96,65.4
I R B Infrastructure Developers Ltd.,38.16,65.34,144.21,123.94,40.12,33.96,15.17,7.15,4.91,49.1,161.33
I T C Ltd.,151.77,63.2,98.34,126.13,263.15,195.39,263.1,98.83,185.2,111.08,130.7
I T I Ltd.,0.64,0.46,4.01,1.67,9.48,16.01,23.1,11.85,1.55,1.6,1
Ind-Swift Laboratories Ltd.,1.34,0.06,0.26,4.98,0.57,0.45,0.05,0.03,1.07,1.16,0.37
Indbank Merchant Banking Services Ltd.,0.02,0.01,0.83,0.01,0.03,2.26,0.05,0,0.02,0.17,0.52
India Cements Ltd.,6.29,12.94,50.89,44.37,33.77,54.23,26.17,7.92,20.78,28.49,30.95
India Glycols Ltd.,8.49,1.03,1.97,0.53,5.27,25.78,4.34,3.87,4.39,9.12,1.11
India Nippon Electricals Ltd.,0.02,0.03,0.42,2.1,0.77,3.91,0.37,0.64,0.1,3.29,0.15
Indiabulls Housing Finance Ltd.,,6.98,124.15,51.86,125.9,112.7,1003.01,305.61,161.95,97.01,101.96
Indiabulls Real Estate Ltd.,70.52,27.78,425.28,41.3,38.47,187.49,26.36,266.45,17.42,60.67,59.81
Indiamart Intermesh Ltd.,,,,,,,,2.77,68.47,148.39,6.42
Indian Bank,1.46,18.93,7.49,1.54,21.57,32.82,22.57,7.78,20.67,119.5,42.97
Indian Energy Exchange Ltd.,,,,,,1.43,0.26,8.58,18.14,211.34,15.36
Indian Hotels Co. Ltd.,12.97,2.85,7.92,3.76,2.75,19.08,68.78,4.86,9.18,110.7,59.21
Indian Metals & Ferro Alloys Ltd.,1.01,0.07,0.19,0.15,2.76,9.83,0.94,0.14,3.94,4.52,6.89
Indian Oil Corpn. Ltd.,100.57,30.57,48.5,17.25,421.97,922.22,138.11,178.06,423.8,154.81,95.83
Indian Overseas Bank,16,6.4,19.11,3.73,0.84,1.24,0.54,0.73,3.73,23.31,196.57
Indian Railway Catering & Tourism Corpn. Ltd.,,,,,,,,279.17,95.1,457.42,25.67
Indian Railway Finance Corpn. Ltd.,,,,,,,,,659.47,31.22,200.75
Indian Terrain Fashions Ltd.,0,0.05,2.8,0.38,0.13,1.18,0.24,0.09,0.73,1.05,0.73
Indigo Paints Ltd.,,,,,,,,,,3.3,3.12
Indo Tech Transformers Ltd.,1.12,0.46,1.43,0.9,0.5,0.18,0.01,0.03,0.01,1.74,0.68
Indoco Remedies Ltd.,1.1,3.3,42.63,4.71,0.37,2.89,0.2,0.45,2.41,8.38,1.2
Indraprastha Gas Ltd.,7.08,16.33,105.59,182.54,12.42,41.78,17.51,23.09,51.24,19.39,18.04
Indus Towers Ltd.,13.97,0.27,37.08,24.5,371.22,16.87,12.57,64.59,60.79,94.8,111.15
Indusind Bank Ltd.,21.17,40.11,60.37,76.39,83.9,67.89,111.51,227.52,538.73,411.07,101.99
Industrial Investment Trust Ltd.,0,0.01,0.01,0.04,0.01,0.13,0.01,0.11,0.02,0.03,0.23
Infibeam Avenues Ltd.,,,,,151.98,156.32,97.22,2.62,22.56,113.32,19.83
Info Edge (India) Ltd.,0.15,2.35,8.8,4.95,3.61,0.61,11.85,127.25,71.48,458.61,13.74
Infosys Ltd.,191.94,131.15,521.12,292.48,803.65,210.93,843.23,55.04,505.61,241.71,257.82
Ingersoll-Rand (India) Ltd.,0.72,0.28,2.82,0.32,3.07,1.63,1.18,0.34,1.68,2.69,1.06
Insecticides (India) Ltd.,0.79,0.13,2.28,1.82,1.96,3.83,1.1,0.19,0.49,0.54,0.45
Inspirisys Solutions Ltd.,0.06,5.55,1.2,2.58,0.14,0.06,0.04,0.06,0.03,0.03,0.2
Intellect Design Arena Ltd.,,,67.62,49.06,15.43,40.32,6.94,1.8,8.56,10.13,17.97
Interglobe Aviation Ltd.,,,,408.57,18.84,25.3,41.79,73.82,341.41,43.76,16.61
Intrasoft Technologies Ltd.,0.01,0,0.11,3.09,3.13,1.68,0,1.37,0.16,0.53,0.09
Inventure Growth & Securities Ltd.,0.55,0.22,6.61,0.04,1.58,1.37,0.07,0.28,0.19,34.38,2.71
Ipca Laboratories Ltd.,21.7,10.51,11.18,5.66,1.28,13.8,1.49,3.44,21.57,11.43,1.05
Ircon International Ltd.,,,,,,,2.57,14.38,4.46,8.83,47.3
J B Chemicals & Pharmaceuticals Ltd.,1.58,4.68,4.89,8,1.38,3.1,6.71,1.24,2.22,4.59,2.36
J B M Auto Ltd.,0.38,0.02,1.48,0.19,2.24,4.16,0.98,0.22,2.79,5.61,7.68
J K Cement Ltd.,0.72,0.2,2.37,0.77,1.82,5.34,0.3,1.48,7.24,12.48,28.12
J K Lakshmi Cement Ltd.,9.34,0.67,10.89,1.96,2.97,208.88,0.62,1.93,5.81,5.19,5.46
J K Paper Ltd.,1.06,0.11,0.71,0.82,4.93,46.16,26.11,5.85,36.72,9.61,19.77
J M Financial Ltd.,4.2,4.05,18.67,1.91,7.13,36.05,5.83,7.11,3.12,7.65,6.1
J S W Energy Ltd.,16.24,6.82,83.47,11.17,27.28,43.16,6.24,3.84,37.07,14.38,20.3
J S W Steel Ltd.,261.3,62.29,82.67,174.03,175.21,394.92,62.42,95.23,196.23,119.04,36.97
Jagran Prakashan Ltd.,0.24,0.59,3.51,1.12,11.51,1.75,0.19,0.79,0.52,0.99,0.25
Jagsonpal Pharmaceuticals Ltd.,0.03,0.03,0.25,1.91,0.11,0.09,0.11,0.03,4.94,1.47,0.39
Jai Corp Ltd.,20.6,34.21,54.58,11.1,10.06,153.72,52.18,54.9,4.49,22.35,14.61
Jain Irrigation Systems Ltd.,23.54,8.25,83.22,32.53,69.22,211.75,49.16,3.27,5.42,12.41,20.06
Jaiprakash Power Ventures Ltd.,4.68,15.35,34.64,2.41,37.99,3.35,0.69,4.95,3.11,206.39,69.84
Jammu & Kashmir Bank Ltd.,15.76,14.37,10.46,4.32,4.18,2.32,2.18,1.21,5.06,13.28,64.04
Jamna Auto Inds. Ltd.,0.02,0.05,0.24,22.91,5.66,16.62,8.51,2.14,2.52,14.92,2.86
Jay Bharat Maruti Ltd.,0.02,0.04,2.21,0.26,2.36,3.8,0.76,1.68,0.3,0.88,0.37
Jayant Agro-Organics Ltd.,0.5,0.59,0.08,0.07,3.08,2.03,0.24,0.16,0.05,1.28,0.79
Jet Freight Logistics Ltd.,,,,,,,,,,0.9,7.1
Jindal Photo Ltd.,0.7,0.5,0.59,0.66,0.02,0.31,0.02,0,0.05,2.6,0.24
Jindal Poly Films Ltd.,1.58,0.84,12.36,27.14,1.78,5.14,0.08,0.68,0.93,7.89,0.61
Jindal Stainless Ltd.,6.62,0.95,1.35,0.47,26.16,4.18,0.67,182.24,9.33,34.79,18.54
Jindal Steel & Power Ltd.,48.28,21.08,72.06,107.31,98.57,348.28,128.5,121,158.32,73.64,26.61
Jindal Worldwide Ltd.,1.42,0.03,0.09,0.01,0.01,18.38,3.01,5.64,4.96,8.1,2.8
Jubilant Foodworks Ltd.,114.51,9.04,10.53,17.71,45.06,328.73,314.41,103.49,70.56,269.47,35.67
Jubilant Industries Ltd.,0.18,0.01,0.07,0.07,12.68,0.75,0.11,0.02,0.33,0.97,0.21
Jubilant Ingrevia Ltd.,,,,,,,,,,26.27,21.07
Jubilant Pharmova Ltd.,1.44,6.82,15.51,58.78,30.95,205.41,11.25,40.08,20.34,5.28,1.25
Just Dial Ltd.,,306.87,28.52,548.48,91.06,276.04,40.94,67.5,44.53,26.89,18.32
Jyothy Labs Ltd.,1.67,18.37,15.34,3.35,0.71,1.77,2.06,0.77,19.86,2.64,2.83
K E C International Ltd.,2.5,1.93,8.9,4.23,24.33,17.8,8.28,8.15,9.23,10.7,9.84
K I O C L Ltd.,,,,,,5.01,0.86,0.19,0.23,0.41,1.31
K N R Constructions Ltd.,0.04,0.08,1.7,0.22,2.49,4.31,0.43,5.94,7.04,23,7.07
K P I T Technologies Ltd.,,,,,,,,19.18,26.18,57.88,395.36
K P R Mill Ltd.,0.29,7.5,2.35,2.7,1.27,1.96,0.8,0.03,4.31,32.62,2.11
K R B L Ltd.,2.6,2.58,9.32,47.01,13.39,4.8,7.61,3.03,10.39,8.31,3.47
K S B Ltd.,0.52,0.25,2.39,0.25,0.56,0.4,0.63,0.12,2.48,0.79,1
Kabra Extrusion Technik Ltd.,0.02,0.02,0.83,0.29,0.23,1.29,0.2,0.3,0.34,6.11,15.2
Kajaria Ceramics Ltd.,0.59,1.21,4.57,1.93,7.41,53.55,10.78,1.49,9,7.27,4.72
Kalpataru Projects Intl. Ltd.,62.84,0.23,5.04,0.74,1.05,8.84,0.92,0.86,3.14,2.69,489.44
Kalyan Jewellers India Ltd.,,,,,,,,,,7.69,110.51
Kalyani Forge Ltd.,0.02,0,0,0.08,1.8,0.21,0.1,0,0.06,0.12,0.09
Kalyani Steels Ltd.,2.3,0.69,3.56,4.32,11.18,7.91,0.88,0.78,9.88,0.53,1.48
Kamat Hotels (India) Ltd.,0.06,0.02,0.02,0.1,0.09,2.59,0.58,0.15,0.04,0.26,0.95
Kamdhenu Ltd.,2.15,0.04,0.27,0.93,3.05,2.16,1.42,0.36,0.19,0.12,5.31
Kanani Industries Ltd.,1.48,0.24,0,2.54,0.21,0.02,0,0.01,0.02,0.03,0.02
Kansai Nerolac Paints Ltd.,0.3,0.07,57.56,2.78,38.95,13.77,12.34,10.93,18.29,5.51,6.91
Karma Energy Ltd.,0.02,0,0.06,0.05,0.42,0.02,0.04,0,0.09,0.09,0.07
Karur Vysya Bank Ltd.,4.01,1.6,3.13,2.01,1.42,74.69,2.4,1.46,4.96,55.25,26.76
Kei Industries Ltd.,0.21,0.14,11.75,17.38,2.88,13.71,4.29,4.72,17.68,9.52,42.16
Kellton Tech Solutions Ltd.,0,0.07,2.92,71.74,2.14,1.37,0.37,0.56,3.49,56.59,0.83
Kennametal India Ltd.,9.39,0.03,1.87,0.16,1.29,1.95,6.61,0.16,0.07,0.97,1.3
Kesoram Industries Ltd.,0.54,2.19,12.84,5.9,4.8,5.5,4.53,0.56,2.18,7.55,4.17
Kewal Kiran Clothing Ltd.,0.07,6.09,2.33,0.06,0.02,0.37,0.16,0.03,0.15,5.02,3.65
Keynote Financial Services Ltd.,0,0.01,0.01,0.02,0,0.03,0,0.05,0.02,0.08,0.17
Khadim India Ltd.,,,,,,0.68,0.09,0.09,0.18,1.15,0.75
Khaitan (India) Ltd.,0,0,0,0,0,0.46,0,0.01,0,0.26,0.02
Khandwala Securities Ltd.,0.01,0,0,0.01,0.08,0.01,0,0,0.05,0.03,0.18
Kilitch Drugs (India) Ltd.,0.13,0.03,0.39,0.16,0.1,0.28,3.55,0.29,0.37,0.18,0.36
Kingfa Science & Technology (India) Ltd.,0,0,1.16,10.38,3.22,3.11,0.79,0.03,3.03,3.25,0.56
Kirloskar Brothers Ltd.,0.41,0.04,1.56,0.88,40.98,5.9,0.59,0.34,1.07,0.13,3.46
Kirloskar Industries Ltd.,0.1,0.11,0.05,0.04,0.03,0.16,0.15,0.18,0.14,0.53,1.2
Kirloskar Oil Engines Ltd.,0.05,0.31,0.39,0.24,0.38,1.69,0.34,0.58,1.09,14.3,55.8
Kitex Garments Ltd.,0.25,0.03,9.25,50.05,19.01,0.59,0.6,0.47,0.28,34.43,0.84
Kokuyo Camlin Ltd.,0.23,0.81,16.89,3.4,0.38,2.25,0.36,0.45,4.31,2.11,0.47
Kopran Ltd.,0.13,0.4,4.86,3.58,3.08,4.55,1.45,0.59,8.32,1.72,1.11
Kotak Mahindra Bank Ltd.,16.03,21.18,73.73,30.97,205.7,73.22,116.19,401.06,301.07,405.75,192.94
Kothari Products Ltd.,0.09,0.18,0.34,1.44,0.17,0.37,0.01,0.03,0.1,0.26,0.16
Krishna Institute Of Medical Sciences Ltd.,,,,,,,,,,4.07,1.65
Kuantum Papers Ltd.,0.01,0,16.21,0.18,1.28,3.91,0.31,1.28,0.18,0.74,1.6
L & T Finance Holdings Ltd.,43.45,23.41,65.7,13.59,32.65,88.64,61.97,42.62,108.34,44.47,45.93
L & T Technology Services Ltd.,,,,,3.49,17.9,55.96,3.85,27.6,86.15,32.66
L I C Housing Finance Ltd.,42.12,36.98,123.03,45.27,111.6,158.76,81.62,82.77,158.43,139.49,23.2
La Opala R G Ltd.,2.62,0.4,1.31,0.57,0.89,1.95,0.25,1.43,0.9,19.24,2.64
Lakshmi Machine Works Ltd.,2.83,1.37,4.7,0.57,1.33,8.9,2.01,1.76,16.5,5.78,7.62
Lambodhara Textiles Ltd.,1.26,0,1.69,0.82,0.18,0.75,0.01,0,0.05,0.35,5.51
Larsen & Toubro Ltd.,217.08,121.09,369.89,434.82,153.8,381.74,247.71,213.57,197.2,229.66,178.85
Latent View Analytics Ltd.,,,,,,,,,,34.88,5.27
Laurus Labs Ltd.,,,,,39.76,3.19,0.88,24.14,90.88,73.35,90.65
Laxmi Organic Inds. Ltd.,,,,,,,,,,22.43,20.15
Lemon Tree Hotels Ltd.,,,,,,,78.74,2.08,8.76,69.54,29.3
Liberty Shoes Ltd.,0.19,5.35,10.8,1.37,2.18,1.17,0.91,1,0.95,0.83,1.97
Life Insurance Corpn. Of India,,,,,,,,,,,69.31
Lincoln Pharmaceuticals Ltd.,0.55,0.24,29.66,12.21,1.88,18.68,0.85,0.78,0.65,11.93,1.52
Linde India Ltd.,1.18,0.14,0.64,0.06,0.1,2.21,17.22,1.56,1.06,10.65,2.86
Lloyds Metals & Energy Ltd.,0.07,4.28,0.02,0.01,0.04,0.86,0.9,0.05,0.23,15.21,97.48
Lokesh Machines Ltd.,0.28,0.02,0.06,1.94,6.29,0.57,0.02,0.12,0.23,1.68,0.7
Ltimindtree Ltd.,,,,,4.26,48.9,11.78,3.82,33.41,148.18,56.38
Lumax Auto Technologies Ltd.,0,0.01,0.48,1.48,1.27,2.97,0.79,0.7,1.23,3.66,0.18
Lumax Industries Ltd.,2.41,0.16,1.73,1.14,1.26,0.93,0.69,0.28,1.47,0.3,0.57
Lupin Ltd.,297.3,70.67,188.87,61.94,47.32,150.63,166.38,43.37,270.31,34.59,74.68
Lux Industries Ltd.,,,,0.93,22.05,5.86,1.89,0.45,2.17,27.5,5.78
Lypsa Gems & Jewellery Ltd.,1.5,1.94,1.04,9.49,6.73,3.53,0.04,0.02,0.01,0.05,0.03
M A S Financial Services Ltd.,,,,,,2.4,1.09,1.35,0.87,5.47,1.74
M M T C Ltd.,6.21,4.64,11.91,5.86,34.94,37.76,2.21,1.62,5.99,242.41,4.55
M R F Ltd.,26.1,27.01,65.03,65.34,49.26,76.52,32.16,14.34,239.22,24.57,64.58
Maan Aluminium Ltd.,0,0.01,0.15,0.04,0.83,0.36,0.02,0.01,0.27,0.61,1.79
Macrotech Developers Ltd.,,,,,,,,,,9.31,10.24
Madhucon Projects Ltd.,0.33,0.16,2.72,0.45,1,0.68,0.01,0.01,0.01,0.11,0
Magadh Sugar & Energy Ltd.,,,,,,0.74,0.08,0.22,0.2,1.13,0.34
Magnum Ventures Ltd.,0,0,0,0.01,0.02,0.32,0.14,0,0,0.02,5.06
Mahanagar Gas Ltd.,,,,,11.03,13.68,8.38,50.6,20.68,24.37,12.81
Maharashtra Scooters Ltd.,0.66,0.25,0.55,0.75,1.49,2.2,0.67,0.23,1.82,2.39,0.2
Maharashtra Seamless Ltd.,0.38,0.16,1.88,0.11,2.2,12.45,0.52,0.23,2.03,13.82,7.82
Mahindra & Mahindra Financial Services Ltd.,8.06,13.67,97.6,17.6,37.21,964.64,27.74,32.96,266.79,78.33,21.58
Mahindra & Mahindra Ltd.,37.65,65.46,111.09,74.24,254.77,47.93,161.38,23.87,201.83,185.42,148.59
Mahindra Holidays & Resorts India Ltd.,2.98,0.23,2.39,3.79,6.29,7.49,2.31,0.2,2.52,3.73,1.19
Mahindra Lifespace Developers Ltd.,0.2,0.09,15.25,1.27,10.67,2.46,0.46,1.29,0.46,2.3,2.12
Mahindra Logistics Ltd.,,,,,,11.4,0.87,0.37,0.35,4.32,0.94
Maithan Alloys Ltd.,0.01,0.01,0.18,0.16,3.19,38.03,1.46,1.85,1.36,1.89,4.39
Man Industries (India) Ltd.,0.02,0.08,5.94,7.42,1.08,21.89,3.77,2.1,1.38,2.35,0.21
Man Infraconstruction Ltd.,2.25,0,220.44,3.28,2.15,5.65,0.23,0.42,1.05,16.8,1.94
Manaksia Ltd.,0.41,0.41,0.16,0.07,0.11,0.64,0.01,0.28,0.66,1.49,10.19
Manaksia Steels Ltd.,,,,0.02,0,0.24,0.06,0.03,0.17,0.8,2.18
Manali Petrochemicals Ltd.,0.35,0.05,1.34,1.95,32.88,3.39,1.6,1.08,2.06,3.6,3.83
Manappuram Finance Ltd.,181.3,2.21,18.12,13.94,28.89,46.84,9.47,19.85,71.16,65.74,69.52
Mangalam Cement Ltd.,0.83,0.1,1.42,0.34,2.24,60.14,0.06,0.45,0.12,0.49,0.73
Mangalore Refinery & Petrochemicals Ltd.,10.75,3.97,24.75,2.31,43.67,17.38,7.62,2.7,2.43,23.35,29.51
Marathon Nextgen Realty Ltd.,0.03,0.05,0.36,0.07,0.02,4.48,0.01,0.29,1.33,0.23,0.03
Marico Ltd.,2.03,12.82,135.45,11.13,4.13,4.35,21.07,83.6,36.35,135.5,10.26
Marksans Pharma Ltd.,1.48,12.69,46.63,79.33,6.87,40.16,2.7,1.75,3.18,8.86,4.57
Maruti Suzuki India Ltd.,101.26,72.19,111.09,476.69,183.68,201.45,448.93,303.72,732.37,181.91,158.26
Mastek Ltd.,2.31,4.89,21,3.98,8.96,58.94,6.02,2.82,18.48,25.47,2.14
Mawana Sugars Ltd.,0.03,0.01,0.01,0.34,3.65,2.93,0.13,0.42,0.06,1.35,1.37
Max Financial Services Ltd.,3.97,0.41,32.67,5.01,12.02,11.35,40.23,18.8,45.31,67.82,19.01
Max Healthcare Institute Ltd.,,,,,,,,,1.27,14.92,18.41
Mayur Uniquoters Ltd.,1.25,0.1,6.63,1.96,1.17,1.3,0.04,0.76,1.65,2.46,0.33
Mazagon Dock Shipbuilders Ltd.,,,,,,,,,19.35,7.95,144.42
Mazda Ltd.,0.48,0,1.46,1.5,0.5,3.53,0.01,0,0.2,0.34,0.04
Medplus Health Services Ltd.,,,,,,,,,,26.27,0.63
Megasoft Ltd.,0.18,0.07,0.13,0.15,1.3,0.29,0.05,0.06,0.34,9.73,0.61
Menon Bearings Ltd.,0.05,0.02,0.87,0.3,0.27,3.06,0.36,0.02,0.2,4.32,1.05
Metro Brands Ltd.,,,,,,,,,,7.3,6.31
Metropolis Healthcare Ltd.,,,,,,,,8.33,1.52,20.27,9.44
Minda Corporation Ltd.,,,,1.35,2.52,5.66,0.25,1.9,2.72,21,11.31
Mindteck (India) Ltd.,0,2.32,0.59,18.35,0.86,0.93,0.05,0,0.1,4.04,0.2
Mirza International Ltd.,0.21,1.98,15.31,6.98,5.23,4.75,2.72,0.76,0.1,11.81,18.87
Mishra Dhatu Nigam Ltd.,,,,,,,3.04,3.83,7.82,2.74,3.32
Modi Rubber Ltd.,0.02,0.01,0.06,0,0.03,0.34,0,0,0.01,0.05,0.01
Mold-Tek Packaging Ltd.,0.5,0.01,8.13,1.29,1.48,6.23,0.76,0.76,1.08,3.51,4.23
Mold-Tek Technologies Ltd.,0.06,0.01,0.56,3.8,0.49,0.37,0.12,0.01,0.31,0.37,11.96
Monte Carlo Fashions Ltd.,,,10.2,1.02,0.71,5.52,0.12,0.24,0.46,2.61,1
Morepen Laboratories Ltd.,0.17,0.31,2.17,29.53,2.02,17.2,1.13,0.51,4.36,9.49,19.85
Motherson Sumi Wiring India Ltd.,,,,,,,,,,,18.95
Motilal Oswal Financial Services Ltd.,0.04,0.07,9.86,0.57,15.06,14.37,2.03,2.72,3.79,6.76,3.84
Mphasis Ltd.,1.42,5.97,2.07,0.86,6.58,25.27,34.97,0.79,29.49,29.92,22.84
Mukta Arts Ltd.,0.01,0.05,0.06,0.66,1.29,0.83,0.05,0.05,0.01,0.14,0.03
Multi Commodity Exchange Of India Ltd.,24.68,341.34,134.58,17.45,28.04,50.49,15.29,117.87,7.5,55.31,22.02
Munjal Showa Ltd.,0.01,0.21,4.21,0.18,1.49,1.82,0.08,0.15,0.3,0.1,0.16
Murudeshwar Ceramics Ltd.,0.71,0.02,0.01,0.09,0.52,0.97,0.07,0.27,0.38,0.74,0.24
Muthoot Capital Services Ltd.,0.36,0.4,1.15,0.12,0.11,1.71,4.46,0.28,1.09,0.02,0.36
Muthoot Finance Ltd.,7.1,11.77,8.99,40.78,11.09,12.2,13,10.33,68.08,11.59,14.1
N B C C (India) Ltd.,3.29,1.93,155.36,23.96,83.54,55,21.46,18.91,29.61,59.22,24.04
N C C Ltd.,14.96,3.52,94.34,24.71,29.32,52,35.97,47.65,37.37,31.55,44.1
N H P C Ltd.,191.16,7.27,13.28,10.84,19.33,21.85,7.73,14.9,14.21,13.53,44.8
N L C India Ltd.,0.49,3.88,1.72,0.8,3.95,5.85,3.39,1.04,2.95,19.66,9.94
N M D C Ltd.,54.83,14.39,24.62,10.75,32.04,43.79,64.95,49.08,30.67,75.24,188.33
N T P C Ltd.,24.13,44.21,280.62,64.17,28.45,133.62,25.73,107.84,77.19,138.03,282.48
Nahar Industrial Enterprises Ltd.,0.04,0.07,0.08,0.15,2.77,0.58,0.04,0.01,0.14,0.85,0.07
Nahar Poly Films Ltd.,0.01,0.01,0.02,0.06,0.3,1.53,0.07,0.01,0.25,2.63,0.34
Nahar Spinning Mills Ltd.,0.6,3.54,0.79,2.21,1.87,2.06,0.04,0.09,0.22,2.34,0.48
Narayana Hrudayalaya Ltd.,,,,22.81,1.73,1.36,0.07,7.5,2.19,6.24,2.15
Natco Pharma Ltd.,3.51,3.28,3.93,11.8,54.19,44.86,19.3,1.63,5.57,5.79,5.85
Nath Bio-Genes (India) Ltd.,,1.45,1.34,0.11,2.09,20.18,1.05,0.17,0.37,3.54,0.38
National Aluminium Co. Ltd.,6.91,3.78,10.93,6.29,23.1,57.87,16.83,18.62,119.67,107.4,43.51
National Fertilizers Ltd.,0.27,2.06,2.36,1.27,28.67,26.13,1.92,0.76,4.65,6.34,69.03
Navin Fluorine Intl. Ltd.,1.82,0.32,2.32,9.13,3.21,9.37,8.01,10.48,54.44,36.37,8.22
Navkar Corporation Ltd.,,,,2.53,1.22,8.82,0.4,0.14,1.98,2.17,3.66
Navneet Education Ltd.,1.12,0.59,2.15,1.14,1.82,1.17,0.38,0.42,0.61,22.28,0.83
Nelcast Ltd.,0.16,0.1,1.92,0.66,0.56,1,0.26,0.16,0.58,1.29,8.1
Neogen Chemicals Ltd.,,,,,,,,0.91,0.7,3.94,1.27
Nesco Ltd.,0.93,0.61,2.37,0.26,1.08,6.19,1.1,32.64,4.74,1.53,1.91
Nestle India Ltd.,11.51,25.47,14.6,7.69,17.36,4.44,65.37,23.45,36.57,14.81,18.39
Network18 Media & Invst. Ltd.,3.1,0.75,73.86,6.32,0.79,26.27,0.51,0.17,3.59,9,5.65
Neuland Laboratories Ltd.,0.27,6.61,1.4,2.1,3.29,0.94,1.77,0.66,13.55,2.2,2.33
New Delhi Television Ltd.,7.56,1.14,1.54,1.32,0.15,0.75,0.35,0,0.1,0.41,35.58
New India Assurance Co. Ltd.,,,,,,1,0.26,3.37,1.8,10.09,15.48
Newgen Software Technologies Ltd.,,,,,,32.55,0.62,0.49,0.82,5.44,3.17
Nila Infrastructures Ltd.,0.04,0.25,1.48,2.17,7.24,15.6,0.32,0.09,0.15,3.05,0.16
Nilkamal Ltd.,0.15,1.61,4.14,23.56,45.87,4.42,3.33,4.21,0.93,0.41,0.27
Nippon Life India Asset Mgmt. Ltd.,,,,,,5.88,0.92,26.63,8.96,11.33,7.97
Nitin Spinners Ltd.,0.41,0.51,0.6,1.16,1.3,4.77,0.53,0.02,1.43,7.87,1.99
Nocil Ltd.,0.65,0.35,18.35,8.37,12.4,213.23,7.56,74.16,6.63,19.09,4.37
Norben Tea & Exports Ltd.,,,,,,,,,,,0.26
Nucleus Software Exports Ltd.,0.5,13.52,2.2,3.23,7.97,4.64,0.06,0.47,4.26,3.18,0.52
Nuvoco Vistas Corporation Ltd.,,,,,,,,,,3.32,1.6
Oberoi Realty Ltd.,1.12,33.38,24.28,2.99,2.35,10.7,3.46,4.78,7.73,43.93,16.22
Oil & Natural Gas Corpn. Ltd.,232.33,49.74,93.93,57.62,498.58,143.96,39.05,223.15,177.39,668.24,100.76
Oil India Ltd.,112.51,21.87,14.85,12.29,48.71,15.02,8.88,35.61,6.27,31.09,15.41
Olectra Greentech Ltd.,1.11,0.01,0.06,1.24,0.96,9.3,0.86,0.51,0.85,4.04,12.93
One 97 Communications Ltd.,,,,,,,,,,182.48,27.78
Onelife Capital Advisors Ltd.,28.99,2.57,0.64,0.59,0.03,0.09,0.01,0.02,0,0.12,0.11
Onward Technologies Ltd.,0.06,0.28,0.31,1.23,0.24,1.89,0.48,0.01,0.85,1.76,0.4
Optiemus Infracom Ltd.,0.01,0.02,0.07,0.49,0.96,2.61,3.9,1.43,1.88,1.34,7.47
Oracle Financial Services Software Ltd.,9.31,3.4,8.01,1.92,6.25,10.11,5.89,2.15,8.15,175.78,2.77
Orbit Exports Ltd.,2.25,0.81,4.5,0.28,0.77,0.18,0.03,0.01,0.44,21.12,0.28
Orient Bell Ltd.,0.31,0.01,0.32,0.2,0.23,5.56,0.64,0.1,4.17,16.4,4.64
Orient Cement Ltd.,,0.35,2.72,0.19,4.44,2.26,0.09,0.29,6.87,7.93,7.04
Orient Electric Ltd.,,,,,,,3.64,11.53,7.36,7.8,2.46
Oriental Aromatics Ltd.,26.57,0.03,1.49,0.36,5.11,1.15,1.3,0.4,5.79,0.88,0.51
Oriental Carbon & Chemicals Ltd.,0.95,0.07,3.87,0.43,0.14,6.36,0.04,0.34,2.03,1.13,0.18
Oriental Hotels Ltd.,0.01,0.01,0.11,0.18,0.43,2.12,0.32,0.01,0.13,7.67,2.7
