name,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cyient Ltd.,10905.7,13118.4,14055.4,13626.0,13916.0,16466.0,17957.0,16498.0,15253.0,20297.0
D B Realty Ltd.,630.5,208.4,437.9,2708.2,1494.8,1272.7,578.6,498.1,3285.1,3169.8
D C M Shriram Ltd.,57006.9,63979.3,58115.7,60410.2,61351.7,72620.0,80136.4,80754.9,85980.3,100183.7
D L F Ltd.,33518.6,40255.4,41394.1,54790.9,44642.2,38609.1,37150.8,62129.6,44794.0,46570.0
D-Link (India) Ltd.,3543.3,4887.0,6270.2,7022.4,6893.6,6288.6,7006.2,7582.6,7391.5,9626.6
Dabur India Ltd.,44933.4,50358.8,56489.2,56170.5,56444.8,58948.4,65481.3,65867.0,74677.4,85334.3
Dalmia Bharat Ltd.,0.0,0.0,0.0,0.0,1680.0,2160.0,2710.0,3170.0,1970.0,3590.0
Datamatics Global Services Ltd.,2003.5,2223.9,1964.7,3030.0,3253.5,3605.0,3993.4,4928.8,5163.8,6332.6
De Nora India Ltd.,693.8,380.8,335.4,555.9,309.0,305.1,367.7,508.0,523.7,751.3
Deccan Cements Ltd.,6579.1,5006.3,5756.1,7576.5,5891.4,5985.0,6613.0,5649.0,7680.6,10139.2
Deepak Fertilisers & Petrochemicals Corpn. Ltd.,28352.5,40842.0,39776.1,45218.9,21719.2,33435.4,32666.7,18889.0,19579.4,24948.0
Deepak Nitrite Ltd.,11077.9,13541.9,14199.7,14217.2,14009.8,14937.8,17972.6,22372.4,18298.8,25818.5
Delta Corp Ltd.,705.5,1830.5,2056.1,2465.2,2830.5,4688.7,6487.3,5941.6,3331.3,4609.9
Den Networks Ltd.,7260.4,9370.7,9441.8,9883.8,9761.4,11136.5,11053.6,13832.6,14305.3,12781.3
Dev Information Technology Ltd.,432.5,571.2,449.1,453.1,569.1,674.0,733.1,705.6,848.6,1000.6
Dhampur Sugar Mills Ltd.,15402.6,19274.5,20182.8,23459.0,26953.3,33508.4,27862.5,34465.1,43226.4,22094.8
Dhanlaxmi Bank Ltd.,14286.9,13661.3,14232.3,12841.5,12130.2,11205.1,10720.3,11076.6,10750.0,11262.1
Dhanuka Agritech Ltd.,6533.6,8434.8,8871.3,9460.5,10183.0,11431.6,12239.2,12690.4,15369.6,16017.8
Dhunseri Investments Ltd.,84.0,98.2,278.2,207.2,149.0,158.8,101.9,122.1,157.9,136.4
Dhunseri Ventures Ltd.,26158.7,42966.8,30235.4,28210.8,365.9,9611.2,7976.8,622.9,1716.6,2331.1
Divi'S Laboratories Ltd.,21927.6,26161.8,31538.4,38471.8,41417.2,39505.5,50362.4,55341.3,68905.4,90376.9
Dixon Technologies (India) Ltd.,7248.7,11022.6,11403.6,12912.2,16767.9,22196.7,25299.5,36806.9,56782.3,74870.3
Dollar Industries Ltd.,6071.1,6922.8,7305.5,8299.6,8875.3,9275.8,10334.1,10127.9,11029.2,14378.4
Donear Industries Ltd.,4088.5,4791.5,5253.4,5212.2,5068.2,5169.0,5970.4,5537.1,3617.4,5817.4
Dr. Lal Pathlabs Ltd.,0.0,0.0,6500.6,8000.2,9105.4,10555.7,12152.2,13356.7,15473.3,19349.3
Dr. Reddy'S Laboratories Ltd.,86520.0,100282.0,103189.0,106168.0,103780.0,96206.0,108990.0,125936.0,141502.0,148872.0
Ducon Infratechnologies Ltd.,321.6,318.8,360.6,326.4,3990.5,4159.5,3951.2,3815.6,3424.9,1248.8
Dynacons Systems & Solutions Ltd.,587.0,776.5,1053.5,1247.0,1588.3,2115.3,3049.1,3301.8,4378.0,6558.4
Dynamatic Technologies Ltd.,4707.7,4876.2,5367.2,4638.8,5473.1,4947.9,7032.6,6079.1,5181.4,6161.4
E I D-Parry (India) Ltd.,24226.1,20014.1,23350.7,27868.6,26312.1,22902.9,22903.6,20246.8,32375.9,27722.8
